# TABLE NO.     2: NUTS Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
ITERATION,THETA1,THETA2,THETA3,THETA4,"SIGMA(1,1)","OMEGA(1,1)","OMEGA(2,1)","OMEGA(2,2)","OMEGA(3,1)","OMEGA(3,2)","OMEGA(3,3)","OMEGA(4,1)","OMEGA(4,2)","OMEGA(4,3)","OMEGA(4,4)",MCMCOBJ
426,1.59391E+00,1.49483E+00,7.25860E-01,2.35882E+00,6.27834E-02,4.82735E-02,3.95881E-02,8.64386E-02,-4.15567E-02,-3.78487E-02,1.19049E-01,7.31095E-02,4.03226E-02,-1.00272E-01,2.33321E-01,-2726.1955248466866
427,1.62511E+00,1.56434E+00,8.49802E-01,2.40099E+00,5.61061E-02,4.94381E-02,3.58284E-02,6.40561E-02,-3.94431E-02,-4.52132E-02,1.40008E-01,7.71027E-02,7.19798E-02,-1.30781E-01,2.67583E-01,-2757.5501038075104
428,1.60717E+00,1.53168E+00,8.20500E-01,2.39908E+00,5.66315E-02,5.06008E-02,3.84628E-02,7.35055E-02,-4.27119E-02,-3.85875E-02,1.22236E-01,7.99351E-02,7.09100E-02,-1.28637E-01,2.80742E-01,-2742.8806616154038
429,1.67826E+00,1.60288E+00,6.93060E-01,2.44103E+00,6.17078E-02,6.36403E-02,5.07289E-02,8.75083E-02,-3.57643E-02,-3.05629E-02,1.14500E-01,8.65667E-02,6.12584E-02,-1.00859E-01,2.50098E-01,-2724.8325144861142
430,1.59396E+00,1.60440E+00,7.99868E-01,2.32632E+00,5.21626E-02,4.08436E-02,2.81843E-02,6.49096E-02,-3.98638E-02,-2.61557E-02,1.24115E-01,8.19239E-02,5.06476E-02,-1.26894E-01,3.10855E-01,-2703.0049204022152
431,1.62086E+00,1.56939E+00,8.47860E-01,2.34429E+00,5.38972E-02,3.96669E-02,2.86855E-02,5.18128E-02,-3.64850E-02,-2.86529E-02,1.35721E-01,6.15776E-02,3.57216E-02,-1.02803E-01,2.20157E-01,-2719.4058397019189
432,1.65039E+00,1.62163E+00,5.84479E-01,2.47191E+00,6.33321E-02,6.94728E-02,3.64260E-02,5.23273E-02,-3.92950E-02,-2.31264E-02,1.19510E-01,1.06787E-01,4.40829E-02,-1.35810E-01,3.35592E-01,-2650.5415234508582
433,1.59166E+00,1.61504E+00,7.05282E-01,2.26974E+00,6.68461E-02,5.13990E-02,3.94224E-02,6.71924E-02,-2.40171E-02,-1.89992E-02,8.94868E-02,8.28676E-02,5.46795E-02,-8.37480E-02,2.64388E-01,-2654.4940065559422
434,1.62579E+00,1.63073E+00,7.10879E-01,2.28521E+00,6.61627E-02,4.95061E-02,3.11996E-02,6.33629E-02,-2.43717E-02,-1.68467E-02,9.28954E-02,7.67275E-02,3.69676E-02,-8.43817E-02,2.64628E-01,-2660.1845074768685
435,1.65672E+00,1.64576E+00,7.00908E-01,2.33779E+00,5.91750E-02,5.18341E-02,3.56689E-02,6.60548E-02,-2.72936E-02,-9.49061E-03,6.95997E-02,7.76926E-02,3.62615E-02,-7.44488E-02,2.33098E-01,-2713.2807878693216
436,1.57238E+00,1.57423E+00,7.10013E-01,2.29786E+00,5.73051E-02,5.07406E-02,3.96974E-02,7.34689E-02,-2.59208E-02,-2.27454E-02,6.05270E-02,7.26520E-02,6.66925E-02,-8.35919E-02,2.57333E-01,-2760.3680404739507
437,1.61937E+00,1.59237E+00,6.80418E-01,2.32958E+00,5.58514E-02,5.28034E-02,3.88942E-02,7.72119E-02,-1.42763E-02,-3.32092E-03,7.32294E-02,8.09889E-02,6.08345E-02,-5.10668E-02,2.48335E-01,-2700.7605438583969
438,1.57652E+00,1.52268E+00,6.87820E-01,2.30492E+00,5.05405E-02,5.27731E-02,3.18675E-02,5.82923E-02,-3.20013E-02,-1.97906E-02,1.36253E-01,8.78454E-02,5.38005E-02,-1.04528E-01,2.67983E-01,-2705.6402132099656
439,1.60503E+00,1.59974E+00,6.28279E-01,2.32356E+00,5.39796E-02,5.99859E-02,4.48149E-02,7.07511E-02,-3.34663E-02,-1.65545E-02,1.39465E-01,8.85291E-02,6.19157E-02,-6.90020E-02,2.44825E-01,-2628.3315481014115
440,1.61538E+00,1.58890E+00,7.14125E-01,2.29374E+00,6.05399E-02,4.14687E-02,2.53473E-02,5.97771E-02,-2.44183E-02,-1.90351E-02,1.12449E-01,5.98329E-02,2.90651E-02,-1.15330E-01,2.98468E-01,-2660.4931015806010
441,1.58963E+00,1.53646E+00,8.31231E-01,2.36403E+00,6.90431E-02,6.68171E-02,5.39504E-02,8.35483E-02,-7.70420E-02,-5.45894E-02,2.26694E-01,1.09181E-01,9.49363E-02,-1.95922E-01,2.91604E-01,-2658.1613025276101
442,1.62875E+00,1.54808E+00,7.82744E-01,2.49018E+00,5.78832E-02,5.80834E-02,5.20947E-02,9.21142E-02,-3.09456E-02,-9.06495E-03,1.79345E-01,6.17194E-02,6.70016E-02,-1.08275E-01,2.08795E-01,-2629.3098444040447
443,1.64147E+00,1.58125E+00,8.06199E-01,2.42958E+00,5.73448E-02,5.07934E-02,4.48951E-02,8.79419E-02,-3.47910E-02,-7.46440E-03,1.46015E-01,7.05540E-02,6.04296E-02,-8.52105E-02,2.10568E-01,-2636.3245990594614
444,1.61493E+00,1.54286E+00,7.01984E-01,2.38661E+00,5.51713E-02,6.06297E-02,5.75690E-02,9.95902E-02,-3.66233E-02,-3.04780E-02,1.58481E-01,6.48387E-02,6.59398E-02,-9.55511E-02,1.77176E-01,-2626.6996716540675
445,1.60111E+00,1.54035E+00,8.03206E-01,2.34340E+00,5.28643E-02,6.11669E-02,6.08115E-02,1.09020E-01,-6.20102E-02,-5.64558E-02,1.91693E-01,8.98861E-02,9.18260E-02,-1.37416E-01,2.60438E-01,-2615.6408090834097
446,1.63549E+00,1.54847E+00,8.17406E-01,2.42237E+00,6.07267E-02,5.31638E-02,5.70599E-02,1.04525E-01,-1.97651E-02,-1.18690E-02,1.41121E-01,7.90267E-02,9.17666E-02,-7.88106E-02,2.34653E-01,-2623.6761890949792
447,1.64427E+00,1.54250E+00,7.60290E-01,2.44505E+00,5.73866E-02,5.60114E-02,5.04271E-02,8.03031E-02,-2.89108E-02,-2.72809E-02,1.14627E-01,8.97281E-02,7.85403E-02,-7.88680E-02,2.68512E-01,-2679.6333469463093
448,1.62348E+00,1.50565E+00,8.71851E-01,2.38058E+00,5.95551E-02,6.37948E-02,5.30950E-02,8.18461E-02,-2.44771E-02,-3.88640E-02,1.02747E-01,9.00116E-02,9.24813E-02,-7.98215E-02,2.35916E-01,-2712.1665470477883
449,1.65598E+00,1.59149E+00,7.04073E-01,2.45940E+00,5.42786E-02,5.72545E-02,5.73941E-02,9.76224E-02,-3.97470E-02,-2.50270E-02,1.36792E-01,8.73435E-02,8.40349E-02,-1.39663E-01,2.57024E-01,-2772.8180685999864
450,1.62164E+00,1.57969E+00,7.54308E-01,2.37016E+00,6.34014E-02,5.04872E-02,5.22069E-02,9.01113E-02,-4.30029E-02,-3.54278E-02,1.43765E-01,8.09510E-02,9.32902E-02,-1.43994E-01,2.41017E-01,-2730.9923229569431
451,1.58479E+00,1.52423E+00,7.36298E-01,2.33557E+00,5.20952E-02,5.10899E-02,4.27695E-02,6.84746E-02,-2.87502E-02,-2.15072E-02,1.34347E-01,5.85455E-02,6.29255E-02,-1.26057E-01,2.17978E-01,-2769.0975653986234
452,1.62356E+00,1.50607E+00,7.37201E-01,2.37104E+00,6.78402E-02,4.25260E-02,4.13062E-02,7.86075E-02,-2.94844E-02,-8.99748E-03,2.23603E-01,5.12377E-02,4.34415E-02,-1.30211E-01,1.46813E-01,-2697.8912485517421
453,1.59018E+00,1.51044E+00,7.81293E-01,2.32259E+00,7.23889E-02,5.20335E-02,4.95437E-02,8.87887E-02,-2.40417E-02,-6.49096E-04,1.96067E-01,5.85350E-02,4.23950E-02,-1.33232E-01,1.57034E-01,-2648.0350194419807
454,1.62443E+00,1.53841E+00,7.43800E-01,2.43478E+00,5.90571E-02,7.10353E-02,5.59972E-02,8.50009E-02,-5.73463E-02,-4.36477E-02,1.92371E-01,8.56980E-02,6.83449E-02,-1.62568E-01,2.38789E-01,-2695.3362886167592
455,1.66890E+00,1.59010E+00,7.64842E-01,2.45329E+00,5.30989E-02,5.67155E-02,4.71945E-02,7.34038E-02,-7.00178E-02,-6.56361E-02,2.41383E-01,8.43544E-02,7.16056E-02,-1.98006E-01,2.34190E-01,-2753.3468778839142
456,1.63208E+00,1.57653E+00,7.76343E-01,2.36539E+00,5.54986E-02,5.85595E-02,4.38951E-02,6.86764E-02,-6.44280E-02,-4.69806E-02,1.99634E-01,8.52804E-02,5.69210E-02,-1.50954E-01,2.27615E-01,-2760.7430015874911
457,1.57138E+00,1.51139E+00,8.08982E-01,2.25979E+00,6.16103E-02,7.27116E-02,5.01033E-02,6.65291E-02,-8.33251E-02,-6.50612E-02,1.96511E-01,1.19267E-01,8.64858E-02,-1.92035E-01,3.13176E-01,-2699.6466822642933
458,1.63980E+00,1.60239E+00,7.56767E-01,2.42669E+00,5.11471E-02,4.43792E-02,3.31991E-02,8.79574E-02,-1.42147E-02,-9.95745E-03,5.73021E-02,6.80489E-02,5.54433E-02,-6.61202E-02,2.70644E-01,-2692.3642300876541
459,1.56340E+00,1.50224E+00,7.39092E-01,2.28544E+00,5.47961E-02,6.40966E-02,4.53511E-02,9.60509E-02,-4.20102E-02,-3.62359E-02,1.21226E-01,8.46798E-02,4.78958E-02,-1.21704E-01,2.55522E-01,-2625.8566694423812
460,1.63013E+00,1.57581E+00,7.09122E-01,2.42705E+00,5.63276E-02,3.86608E-02,3.43168E-02,6.54206E-02,-2.52599E-02,-3.49331E-02,1.00926E-01,5.40830E-02,5.56211E-02,-8.48023E-02,2.45039E-01,-2708.6182333946535
461,1.58734E+00,1.53166E+00,6.83208E-01,2.32684E+00,5.55519E-02,6.04805E-02,3.74724E-02,7.59173E-02,-4.69232E-02,-3.70443E-02,9.16369E-02,1.00044E-01,5.69172E-02,-9.32508E-02,3.09176E-01,-2692.0130685400127
462,1.58007E+00,1.52830E+00,7.10017E-01,2.27373E+00,5.55598E-02,4.54549E-02,4.12441E-02,8.51506E-02,-2.87592E-02,-3.74119E-02,9.73220E-02,6.35734E-02,4.53667E-02,-5.65350E-02,2.63539E-01,-2678.2708174394274
463,1.61027E+00,1.55374E+00,7.11650E-01,2.44676E+00,6.22904E-02,4.88107E-02,3.12485E-02,6.22823E-02,-2.57642E-02,-9.44676E-03,1.20429E-01,7.26686E-02,4.08911E-02,-7.10133E-02,2.35395E-01,-2645.1976103769366
464,1.66045E+00,1.64837E+00,7.81250E-01,2.38065E+00,5.98737E-02,6.30228E-02,5.15648E-02,9.08824E-02,-2.36939E-02,-3.38521E-02,1.61600E-01,8.62164E-02,8.24375E-02,-1.00055E-01,2.24524E-01,-2602.8470466733816
465,1.58758E+00,1.57677E+00,8.29477E-01,2.39750E+00,6.17724E-02,5.78963E-02,3.37489E-02,7.25377E-02,-4.53203E-02,-2.25652E-02,1.17803E-01,9.84969E-02,6.75076E-02,-1.26326E-01,2.99717E-01,-2611.2613396226461
466,1.65968E+00,1.62686E+00,8.64543E-01,2.39123E+00,5.17614E-02,4.33476E-02,4.72887E-02,9.87634E-02,-2.30156E-02,-9.23945E-03,1.50474E-01,4.80233E-02,4.97365E-02,-9.96072E-02,1.72094E-01,-2680.7034409893363
467,1.60665E+00,1.52079E+00,8.24769E-01,2.39835E+00,5.29083E-02,6.99464E-02,5.12726E-02,9.36864E-02,-4.97655E-02,-1.81647E-02,1.84765E-01,1.30777E-01,8.89111E-02,-1.36750E-01,3.71814E-01,-2686.9869252202934
468,1.63676E+00,1.60002E+00,7.80980E-01,2.43112E+00,4.60957E-02,4.50976E-02,4.76035E-02,1.16049E-01,-2.61255E-02,-1.26784E-02,1.54888E-01,6.46270E-02,5.61026E-02,-7.77682E-02,2.83421E-01,-2666.4245263575790
469,1.65958E+00,1.63160E+00,8.34391E-01,2.41333E+00,5.79858E-02,3.80143E-02,2.86559E-02,7.59666E-02,-2.45585E-02,-2.26445E-02,1.21706E-01,6.94969E-02,6.80762E-02,-8.26366E-02,2.88817E-01,-2661.6211643129968
470,1.70758E+00,1.63872E+00,6.63906E-01,2.58059E+00,5.33086E-02,6.28806E-02,7.59511E-02,1.42815E-01,-4.65254E-02,-6.66544E-02,1.24485E-01,1.11213E-01,1.46931E-01,-1.10690E-01,3.58613E-01,-2710.9968730254959
471,1.62635E+00,1.58874E+00,7.89136E-01,2.46459E+00,6.10025E-02,5.64017E-02,5.16730E-02,1.03388E-01,-4.30987E-02,-3.12767E-02,1.33530E-01,1.04427E-01,9.49836E-02,-1.20028E-01,3.17665E-01,-2692.7139464716574
472,1.62660E+00,1.55287E+00,7.90842E-01,2.34517E+00,5.37025E-02,6.09433E-02,6.30353E-02,1.19236E-01,-4.65050E-02,-4.97172E-02,1.14695E-01,1.13114E-01,1.39728E-01,-1.43883E-01,3.65839E-01,-2662.6415828063014
473,1.57567E+00,1.54558E+00,7.21543E-01,2.34785E+00,6.36817E-02,5.19589E-02,4.56091E-02,8.39478E-02,-4.18227E-02,-2.25990E-02,1.46729E-01,7.44811E-02,6.55454E-02,-1.09303E-01,2.26845E-01,-2670.4574093762990
474,1.66058E+00,1.58230E+00,7.30237E-01,2.36153E+00,5.90978E-02,5.59529E-02,6.44065E-02,1.18538E-01,-3.15961E-02,-4.12013E-02,2.12171E-01,7.51775E-02,7.99293E-02,-1.10416E-01,2.12954E-01,-2614.3335346010936
475,1.63909E+00,1.58703E+00,8.18393E-01,2.44553E+00,5.81016E-02,5.89259E-02,4.99010E-02,9.77619E-02,-3.45727E-02,-1.99777E-02,1.83252E-01,1.05379E-01,8.49154E-02,-1.06441E-01,3.02769E-01,-2616.5154122343715
476,1.60457E+00,1.56527E+00,7.63896E-01,2.37974E+00,5.09098E-02,5.72185E-02,4.65199E-02,9.22918E-02,-2.79524E-02,4.95336E-03,2.12780E-01,9.37256E-02,7.84802E-02,-7.70062E-02,3.11617E-01,-2580.1978811357931
477,1.62266E+00,1.57229E+00,7.20468E-01,2.36640E+00,5.04005E-02,5.07131E-02,3.98155E-02,9.04360E-02,-1.53433E-02,1.84696E-02,1.30973E-01,7.46612E-02,5.70545E-02,-6.80082E-02,2.60479E-01,-2632.8383339252132
478,1.58235E+00,1.53081E+00,6.84418E-01,2.34197E+00,5.73351E-02,5.06743E-02,5.17422E-02,9.21594E-02,9.35784E-03,2.64585E-02,1.40038E-01,8.26242E-02,7.96772E-02,-5.88894E-02,2.96870E-01,-2661.3108322799235
479,1.60663E+00,1.53393E+00,6.66653E-01,2.28239E+00,5.07141E-02,5.78579E-02,4.47428E-02,8.47506E-02,1.08897E-03,3.24463E-02,1.63927E-01,8.56656E-02,6.93747E-02,-3.44708E-02,2.58084E-01,-2655.3477190348267
480,1.63393E+00,1.62320E+00,7.80825E-01,2.44463E+00,4.64403E-02,5.56540E-02,3.97682E-02,6.53474E-02,-3.25407E-02,1.05468E-02,2.08267E-01,1.05732E-01,8.24462E-02,-9.46564E-02,3.32115E-01,-2708.0684992683132
481,1.63024E+00,1.54617E+00,7.09064E-01,2.36409E+00,5.42383E-02,4.65687E-02,4.06243E-02,7.68927E-02,-3.76356E-03,2.70600E-02,1.94424E-01,8.83080E-02,8.02864E-02,-3.80687E-02,3.05722E-01,-2638.1492330869437
482,1.62269E+00,1.62000E+00,7.31767E-01,2.40786E+00,4.55729E-02,6.32885E-02,4.40019E-02,8.01506E-02,-2.62575E-03,3.60550E-02,1.75704E-01,1.07061E-01,7.81354E-02,-1.27287E-02,3.27121E-01,-2627.3816813957442
483,1.62803E+00,1.55462E+00,8.07777E-01,2.50318E+00,5.33886E-02,5.59608E-02,4.05967E-02,7.77685E-02,-1.43630E-02,1.40608E-02,3.01450E-01,1.06734E-01,8.31243E-02,-1.00508E-01,3.90500E-01,-2566.4470949612087
484,1.60676E+00,1.54806E+00,7.99928E-01,2.40486E+00,5.68030E-02,4.84155E-02,3.44923E-02,6.25870E-02,-4.81425E-03,6.16607E-03,1.95038E-01,7.45477E-02,6.91142E-02,-4.33250E-02,2.44733E-01,-2595.8065953450305
485,1.62829E+00,1.58331E+00,7.22291E-01,2.49460E+00,5.36936E-02,4.51372E-02,3.03478E-02,6.66020E-02,-6.23569E-03,1.72690E-02,1.73719E-01,7.10445E-02,4.88828E-02,-4.53739E-02,2.79847E-01,-2598.4585289737706
486,1.61560E+00,1.54343E+00,7.81132E-01,2.45414E+00,5.36866E-02,4.93434E-02,2.94597E-02,6.01824E-02,-2.88981E-02,1.00051E-02,2.09925E-01,8.06769E-02,4.43021E-02,-7.37777E-02,3.09666E-01,-2604.1041487800221
487,1.65574E+00,1.60370E+00,6.91607E-01,2.43092E+00,5.43809E-02,6.21833E-02,4.90595E-02,7.86476E-02,-1.36379E-02,2.61824E-03,2.04723E-01,1.04653E-01,6.63317E-02,-9.71650E-02,3.25060E-01,-2643.0656830258736
488,1.62092E+00,1.60582E+00,8.16726E-01,2.34550E+00,4.96396E-02,5.35660E-02,4.18100E-02,8.82881E-02,-1.47114E-02,9.22976E-03,1.33352E-01,9.28122E-02,5.86320E-02,-5.43444E-02,2.94572E-01,-2640.1616017793385
489,1.62434E+00,1.59270E+00,6.26084E-01,2.44920E+00,5.58816E-02,8.54975E-02,5.49866E-02,8.82014E-02,-2.03864E-02,1.82804E-02,1.54785E-01,1.40104E-01,6.60268E-02,-1.08140E-01,4.43365E-01,-2602.9912361499214
490,1.66894E+00,1.64068E+00,6.90804E-01,2.41947E+00,6.14386E-02,6.71315E-02,5.00563E-02,8.50272E-02,-2.29817E-02,8.50866E-03,1.42472E-01,9.41056E-02,6.01781E-02,-9.29406E-02,2.83002E-01,-2630.0424426938494
491,1.61425E+00,1.59886E+00,7.40642E-01,2.41231E+00,5.19483E-02,6.09150E-02,4.18864E-02,7.77303E-02,-1.75657E-02,1.24523E-02,1.47856E-01,9.78867E-02,6.05923E-02,-1.06282E-01,3.35788E-01,-2669.8759206139935
492,1.63139E+00,1.61149E+00,7.71507E-01,2.33221E+00,5.62934E-02,6.26049E-02,5.03077E-02,7.75958E-02,-3.34340E-02,9.60167E-03,1.56326E-01,7.95814E-02,5.50019E-02,-9.93604E-02,2.21690E-01,-2680.2254751856267
493,1.62444E+00,1.61506E+00,8.48671E-01,2.35883E+00,5.43906E-02,6.58948E-02,5.63466E-02,9.03745E-02,-1.82699E-02,1.44295E-02,1.73005E-01,1.04907E-01,8.76548E-02,-1.03509E-01,3.15709E-01,-2654.7156161690291
494,1.61881E+00,1.57077E+00,8.19326E-01,2.38711E+00,5.67816E-02,6.01309E-02,3.97944E-02,6.81670E-02,-3.12126E-02,-8.44742E-03,1.77116E-01,9.69538E-02,7.61085E-02,-1.13371E-01,3.46422E-01,-2609.3309078465004
495,1.63098E+00,1.54848E+00,7.21506E-01,2.47094E+00,5.67734E-02,5.06644E-02,3.69926E-02,5.52538E-02,-3.42245E-02,-1.89982E-02,1.27306E-01,7.39455E-02,6.35119E-02,-9.10850E-02,2.27460E-01,-2666.8792447519941
496,1.64043E+00,1.56131E+00,7.84349E-01,2.33460E+00,5.54960E-02,6.49109E-02,5.19889E-02,7.48689E-02,-4.45705E-02,-2.65460E-02,1.75423E-01,9.42833E-02,7.32474E-02,-1.75277E-01,3.03279E-01,-2671.3432880537243
497,1.60067E+00,1.51259E+00,7.46002E-01,2.28275E+00,5.69015E-02,4.65477E-02,3.15514E-02,6.70207E-02,-3.66258E-02,-3.29084E-03,1.83758E-01,6.54788E-02,3.46615E-02,-1.43246E-01,2.12998E-01,-2705.9450175165598
498,1.59395E+00,1.48879E+00,7.48446E-01,2.38768E+00,4.91839E-02,4.63690E-02,3.69390E-02,7.41150E-02,-7.48429E-03,7.09447E-03,1.73735E-01,5.48357E-02,5.28128E-02,-1.04796E-01,1.93690E-01,-2691.2441604030041
499,1.62367E+00,1.60541E+00,8.12670E-01,2.40071E+00,5.95177E-02,5.77611E-02,4.06954E-02,7.88716E-02,-4.81208E-02,-3.80991E-02,1.85298E-01,1.01582E-01,7.60157E-02,-1.73402E-01,3.34124E-01,-2675.1250208185402
500,1.61729E+00,1.56346E+00,8.30962E-01,2.41910E+00,5.31398E-02,6.26767E-02,5.99423E-02,1.14391E-01,-4.62144E-02,-3.42954E-02,1.34619E-01,8.73386E-02,7.11730E-02,-1.24572E-01,2.41451E-01,-2672.9972542233213
501,1.60682E+00,1.62669E+00,7.62466E-01,2.35841E+00,5.77679E-02,4.31867E-02,2.61619E-02,4.80105E-02,-3.35137E-02,-1.98504E-02,1.69649E-01,6.50995E-02,3.94490E-02,-1.57373E-01,2.87780E-01,-2701.7642263720522
502,1.62912E+00,1.55290E+00,7.71784E-01,2.35935E+00,5.84620E-02,4.93149E-02,3.42115E-02,5.63158E-02,-4.81609E-02,-3.87792E-02,1.30398E-01,8.44646E-02,5.17712E-02,-1.36314E-01,2.66050E-01,-2719.7703730190360
503,1.59469E+00,1.48039E+00,6.90654E-01,2.44564E+00,5.35079E-02,4.69245E-02,4.41771E-02,9.11904E-02,-3.10385E-02,-3.22017E-02,1.02450E-01,7.25250E-02,6.68614E-02,-1.14673E-01,2.73893E-01,-2685.6981634333752
504,1.61909E+00,1.57498E+00,7.38603E-01,2.32257E+00,5.14089E-02,4.88880E-02,2.81901E-02,5.61939E-02,-3.39175E-02,-2.01729E-02,8.05033E-02,9.49864E-02,3.08099E-02,-9.82623E-02,3.66409E-01,-2764.9026170127258
505,1.63223E+00,1.63452E+00,7.06793E-01,2.35275E+00,5.71157E-02,6.16819E-02,3.51512E-02,6.85141E-02,-1.96238E-02,-7.66970E-03,7.01528E-02,9.88639E-02,4.70654E-02,-7.77054E-02,3.05649E-01,-2693.7797338522437
506,1.63804E+00,1.56986E+00,6.66337E-01,2.36901E+00,6.08365E-02,4.64778E-02,3.04696E-02,6.26019E-02,-3.00538E-02,-2.83590E-02,9.82840E-02,8.02248E-02,3.80078E-02,-5.61960E-02,2.99592E-01,-2655.4942110861275
507,1.61866E+00,1.58021E+00,7.55972E-01,2.30480E+00,6.93312E-02,4.12212E-02,2.54661E-02,5.33841E-02,-2.94427E-02,-2.56645E-02,1.21545E-01,9.00525E-02,5.36396E-02,-7.72877E-02,3.33322E-01,-2623.0070848735068
508,1.61936E+00,1.63150E+00,6.35615E-01,2.32465E+00,5.75931E-02,4.96569E-02,3.19708E-02,6.37146E-02,-3.73717E-02,-2.97143E-02,1.13651E-01,6.99765E-02,1.88040E-02,-6.64060E-02,3.03508E-01,-2632.3775477132767
509,1.62741E+00,1.55191E+00,7.18026E-01,2.37176E+00,6.47229E-02,4.49875E-02,3.74308E-02,8.55996E-02,-2.46409E-02,-1.79670E-02,1.27595E-01,7.11852E-02,2.79332E-02,-9.71590E-02,2.40839E-01,-2570.4274413831772
510,1.64542E+00,1.56849E+00,6.88064E-01,2.34867E+00,6.82035E-02,4.74301E-02,3.00532E-02,8.04409E-02,-2.22850E-02,3.82689E-03,1.43663E-01,6.74237E-02,1.03204E-02,-7.61878E-02,2.24441E-01,-2616.8000093886330
511,1.57130E+00,1.52671E+00,6.55699E-01,2.25210E+00,4.66437E-02,7.08229E-02,6.30417E-02,1.05367E-01,-4.55171E-02,-3.87974E-02,1.12239E-01,8.90895E-02,8.09066E-02,-9.84519E-02,2.82549E-01,-2680.0426777334801
512,1.60909E+00,1.57524E+00,7.41736E-01,2.38102E+00,6.30216E-02,3.54965E-02,3.45570E-02,1.05089E-01,-1.95852E-02,-2.93016E-03,1.13536E-01,5.85069E-02,7.44497E-02,-9.45197E-02,2.75899E-01,-2663.7612489650251
513,1.62735E+00,1.54391E+00,7.06166E-01,2.39884E+00,5.67458E-02,4.11357E-02,3.47750E-02,7.04408E-02,-3.16097E-02,-1.38417E-02,1.44304E-01,6.50951E-02,6.13548E-02,-1.08949E-01,2.01461E-01,-2706.1634268814582
514,1.65675E+00,1.59508E+00,7.08732E-01,2.46168E+00,6.31353E-02,5.47379E-02,4.12978E-02,7.51972E-02,-2.23656E-02,-3.16127E-02,1.66671E-01,8.11376E-02,7.23759E-02,-1.24708E-01,2.71224E-01,-2652.2031564322469
515,1.64856E+00,1.55724E+00,6.89832E-01,2.40172E+00,5.24995E-02,8.84260E-02,6.72838E-02,9.13204E-02,-4.02968E-02,-2.29235E-02,9.27070E-02,1.25730E-01,8.97058E-02,-1.07539E-01,3.52547E-01,-2676.4422023453662
516,1.56025E+00,1.50007E+00,7.64326E-01,2.26738E+00,5.61579E-02,4.66686E-02,2.44225E-02,5.04498E-02,-1.98869E-02,-1.67583E-02,1.52180E-01,7.38651E-02,4.16978E-02,-1.12039E-01,2.37143E-01,-2671.6175046589065
517,1.60205E+00,1.63588E+00,6.66941E-01,2.41508E+00,6.15300E-02,7.64569E-02,6.50286E-02,9.65019E-02,-3.06165E-02,-7.03029E-03,1.25254E-01,1.23125E-01,8.95051E-02,-1.21805E-01,4.02951E-01,-2604.6332165676495
518,1.63822E+00,1.66013E+00,7.26136E-01,2.39531E+00,6.54329E-02,5.09830E-02,3.42673E-02,7.73141E-02,-1.19470E-02,1.09067E-02,1.15105E-01,8.11094E-02,4.59923E-02,-7.55021E-02,2.94499E-01,-2609.0187383231391
519,1.65021E+00,1.66262E+00,6.77886E-01,2.42904E+00,6.13946E-02,6.41884E-02,4.81023E-02,7.53935E-02,-3.39018E-02,-1.06140E-02,9.54391E-02,1.13269E-01,8.33831E-02,-9.19350E-02,3.27678E-01,-2611.5818249952245
520,1.63238E+00,1.61098E+00,7.61092E-01,2.29581E+00,5.72521E-02,6.61089E-02,5.06150E-02,8.75136E-02,4.31313E-04,1.22219E-02,1.14852E-01,1.03205E-01,8.65322E-02,-6.28242E-02,3.60934E-01,-2611.6192018389188
521,1.62223E+00,1.57200E+00,8.03292E-01,2.36458E+00,5.84809E-02,5.41211E-02,3.40795E-02,5.55357E-02,-4.02587E-02,-1.17540E-02,1.43419E-01,1.01577E-01,5.98067E-02,-1.08666E-01,2.98072E-01,-2666.3675317714401
522,1.60058E+00,1.53176E+00,8.37871E-01,2.33954E+00,5.82800E-02,7.36732E-02,5.63514E-02,8.06958E-02,-3.65290E-02,-3.07127E-02,1.39064E-01,1.27777E-01,1.01919E-01,-1.10983E-01,3.50802E-01,-2687.2631674071590
523,1.61812E+00,1.55195E+00,7.94796E-01,2.38245E+00,5.20842E-02,4.65721E-02,3.59332E-02,8.07796E-02,-1.70016E-02,-1.11409E-02,1.27456E-01,1.00591E-01,1.04515E-01,-9.43267E-02,3.50084E-01,-2660.6497562367099
524,1.66221E+00,1.57954E+00,7.60804E-01,2.53677E+00,6.06701E-02,5.01691E-02,4.83944E-02,8.25572E-02,-2.94832E-02,-2.38635E-02,1.04129E-01,9.09477E-02,8.06492E-02,-8.81964E-02,3.12781E-01,-2663.9144113574498
525,1.62967E+00,1.57329E+00,7.47748E-01,2.40074E+00,5.86912E-02,7.42442E-02,6.15049E-02,9.37258E-02,-4.96789E-02,-4.35194E-02,1.38887E-01,1.26173E-01,1.14093E-01,-1.12325E-01,3.40392E-01,-2596.9925402623185
526,1.57047E+00,1.50602E+00,8.56923E-01,2.34524E+00,5.19521E-02,8.19426E-02,7.45469E-02,1.27313E-01,-6.60144E-02,-5.83717E-02,1.69260E-01,1.58594E-01,1.57782E-01,-1.65218E-01,4.59497E-01,-2637.4309232135051
