TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
           15  3.26704E+00  3.24926E+00 -6.01322E-01 -2.06849E-01  6.54537E-01  1.13936E+00  3.56161E-01  1.91313E-01  6.91531E-01  2.29661E+00  1.02329E-01  1.00000E+00  9.97506E-03  2.03224E-04  7.00666E-03  1.40514E-03 -5.83383E-04  7.29364E-03 -9.93026E-04 -8.56992E-04  5.04158E-04  7.31757E-03   -19313.782545847007
           16  3.32833E+00  3.26774E+00 -6.19549E-01 -2.07198E-01  7.13804E-01  1.13875E+00  3.39272E-01  1.94914E-01  6.87520E-01  2.30082E+00  1.02340E-01  1.00000E+00  1.08082E-02  7.16124E-04  6.11738E-03  8.16340E-04 -2.76967E-04  8.51773E-03 -1.26474E-03 -1.02541E-03  4.06927E-04  6.44879E-03   -19386.661609710438
           17  3.33209E+00  3.25620E+00 -6.22608E-01 -2.09916E-01  6.64470E-01  1.13360E+00  3.55626E-01  1.97413E-01  6.83997E-01  2.29679E+00  1.02340E-01  1.00000E+00  1.05747E-02 -1.66555E-04  7.29423E-03  1.24427E-03 -1.78551E-03  8.24782E-03 -1.00196E-03 -1.03888E-03  3.76812E-04  7.54928E-03   -19309.833385636673
           18  3.35252E+00  3.24050E+00 -6.21715E-01 -2.04861E-01  6.84972E-01  1.13410E+00  3.50332E-01  1.91997E-01  6.87088E-01  2.29068E+00  1.02729E-01  1.00000E+00  1.04564E-02  2.32130E-04  7.42355E-03  1.10360E-03 -2.37049E-03  7.80215E-03 -1.48182E-03 -7.57726E-04 -8.69869E-04  8.70018E-03   -19281.509394432247
           19  3.30709E+00  3.23077E+00 -6.14213E-01 -2.02244E-01  6.87992E-01  1.11548E+00  3.51399E-01  1.99463E-01  6.85521E-01  2.29424E+00  1.02385E-01  1.00000E+00  1.10003E-02  3.12142E-05  6.53289E-03  9.74419E-04 -2.48385E-03  9.45243E-03 -8.12679E-04 -1.43549E-03 -3.80674E-05  8.01685E-03   -19347.951669537695
           20  3.28869E+00  3.27812E+00 -6.08476E-01 -2.12325E-01  7.22067E-01  1.09674E+00  3.40246E-01  2.04511E-01  6.91592E-01  2.29867E+00  1.02442E-01  1.00000E+00  1.01731E-02  7.23216E-04  6.79256E-03  1.38972E-03 -1.76802E-03  8.85959E-03 -1.08517E-03 -7.08470E-04 -5.87717E-04  8.12412E-03   -19240.428717034261
           21  3.29471E+00  3.26586E+00 -6.09483E-01 -2.13482E-01  6.66080E-01  1.10731E+00  3.57151E-01  2.00512E-01  6.94023E-01  2.30970E+00  1.02345E-01  1.00000E+00  1.04398E-02  3.78874E-04  6.96838E-03  1.62753E-03 -1.43213E-03  8.74611E-03  1.49569E-04 -2.00383E-03 -1.59752E-04  7.63064E-03   -19183.966465480135
           22  3.29938E+00  3.23147E+00 -6.10228E-01 -1.98186E-01  6.33388E-01  1.08123E+00  3.64321E-01  2.08495E-01  6.96710E-01  2.30645E+00  1.04691E-01  1.00000E+00  9.61750E-03  5.52075E-04  6.95701E-03  1.04340E-03 -1.77767E-03  9.27795E-03 -4.81235E-04 -2.16584E-03  1.14765E-04  8.27647E-03   -19167.147804857799
           23  3.25030E+00  3.22367E+00 -6.02329E-01 -1.98584E-01  6.46939E-01  1.11183E+00  3.54551E-01  2.01563E-01  6.94493E-01  2.31296E+00  1.04691E-01  1.00000E+00  9.73984E-03  2.29150E-04  7.00043E-03  2.01562E-03 -1.02749E-03  8.71688E-03 -5.98228E-04 -1.97113E-03 -2.18381E-04  7.82122E-03   -19165.136677182221
           24  3.27264E+00  3.24114E+00 -6.07333E-01 -2.03261E-01  6.90837E-01  1.11926E+00  3.46197E-01  1.98918E-01  6.90461E-01  2.30748E+00  1.01418E-01  1.00000E+00  1.13360E-02  5.30640E-04  7.31286E-03  2.17739E-03 -1.33395E-03  9.01081E-03 -8.42793E-04 -1.73561E-03 -4.97151E-04  7.13997E-03   -19320.648348502491
           25  3.25097E+00  3.21206E+00 -5.99631E-01 -1.97575E-01  6.61821E-01  1.09559E+00  3.58170E-01  2.06082E-01  6.84883E-01  2.29372E+00  1.02617E-01  1.00000E+00  1.01219E-02 -5.12194E-04  6.96828E-03  1.66202E-03 -1.05030E-03  8.72672E-03 -8.75471E-04 -1.14861E-03  9.69409E-05  5.98939E-03   -19179.460729569651
           26  3.24891E+00  3.20841E+00 -5.99498E-01 -1.92170E-01  6.98253E-01  1.09042E+00  3.44097E-01  2.05353E-01  6.86395E-01  2.28806E+00  1.02914E-01  1.00000E+00  9.77897E-03 -5.81538E-04  8.21650E-03  1.67296E-03 -1.80478E-03  1.01969E-02 -8.00209E-04 -5.44469E-04  8.95641E-05  8.10701E-03   -19212.194568488656
           27  3.25899E+00  3.25555E+00 -6.03403E-01 -2.11951E-01  7.07334E-01  1.07745E+00  3.39864E-01  2.09999E-01  6.89346E-01  2.29546E+00  1.02914E-01  1.00000E+00  1.07988E-02 -1.37425E-03  8.67272E-03  2.63472E-03 -1.34488E-03  9.40877E-03 -8.98580E-04 -9.79228E-04  9.20329E-05  7.43996E-03   -19117.313596391734
           28  3.29045E+00  3.28041E+00 -6.10775E-01 -2.16569E-01  7.31640E-01  1.06985E+00  3.34428E-01  2.07291E-01  6.75891E-01  2.31115E+00  1.01070E-01  1.00000E+00  1.02684E-02 -4.77087E-04  9.26803E-03  2.01853E-03 -3.24570E-04  9.68904E-03 -8.13665E-04 -1.74160E-03 -6.28771E-05  7.76449E-03   -19086.011640371529
           29  3.26716E+00  3.24808E+00 -5.98789E-01 -2.07474E-01  6.61627E-01  1.13944E+00  3.56627E-01  1.91029E-01  6.85706E-01  2.29256E+00  1.03897E-01  1.00000E+00  1.22883E-02 -1.40826E-03  1.03355E-02  2.00673E-03 -1.76606E-03  1.02216E-02 -1.30921E-03 -1.21626E-03 -1.41111E-04  7.23620E-03   -19175.669578404435
           30  3.26185E+00  3.28768E+00 -5.98060E-01 -2.15152E-01  7.08025E-01  1.14013E+00  3.45988E-01  1.90507E-01  6.78251E-01  2.29023E+00  1.01109E-01  1.00000E+00  9.73673E-03  3.15882E-04  1.06391E-02  1.56494E-03 -1.39151E-03  8.23097E-03 -9.24054E-04 -1.58690E-03  3.02327E-04  6.76423E-03   -19258.436733646038
           31  3.29285E+00  3.28768E+00 -6.10284E-01 -2.17300E-01  7.44719E-01  1.12265E+00  3.37911E-01  1.94339E-01  6.80017E-01  2.29137E+00  9.71439E-02  1.00000E+00  1.11261E-02  6.83207E-05  1.05855E-02  2.12648E-03 -2.75191E-03  1.04187E-02 -1.32352E-03 -1.09695E-03 -1.04921E-04  7.26815E-03   -19229.667245826357
           32  3.27976E+00  3.25860E+00 -6.02812E-01 -2.12045E-01  7.43476E-01  1.14362E+00  3.36847E-01  1.90868E-01  6.69062E-01  2.27919E+00  9.74370E-02  1.00000E+00  1.02604E-02  9.50918E-06  9.53067E-03  1.37628E-03 -2.84646E-03  9.46851E-03 -7.02458E-04 -7.19099E-04  3.01630E-04  7.29573E-03   -19154.683439539695
           33  3.25464E+00  3.19831E+00 -6.04458E-01 -1.94956E-01  7.21630E-01  1.13767E+00  3.37621E-01  1.93930E-01  6.66182E-01  2.28466E+00  9.63480E-02  1.00000E+00  1.18771E-02  9.09401E-04  8.97046E-03  5.64198E-04 -2.87126E-03  1.02692E-02 -2.87334E-04 -1.10242E-03 -3.03496E-04  8.24581E-03   -19326.551469973314
           34  3.31063E+00  3.22758E+00 -6.18527E-01 -2.00858E-01  7.71022E-01  1.15929E+00  3.21722E-01  1.85375E-01  6.66369E-01  2.27969E+00  9.81275E-02  1.00000E+00  1.01341E-02 -2.93760E-04  8.41310E-03  1.51256E-03 -4.01246E-03  1.05524E-02 -8.66764E-04 -1.05500E-03 -6.94789E-04  7.15862E-03   -19191.979109607888
           35  3.35572E+00  3.24060E+00 -6.30933E-01 -2.07471E-01  8.11026E-01  1.14749E+00  3.06666E-01  1.86938E-01  6.69288E-01  2.28557E+00  9.80223E-02  1.00000E+00  1.10183E-02  2.44754E-04  8.99482E-03  1.49972E-03 -3.68593E-03  1.00716E-02 -7.94487E-04 -1.05317E-03 -2.33797E-04  6.10374E-03   -19302.604428837021
           36  3.34187E+00  3.27127E+00 -6.27769E-01 -2.17134E-01  8.20201E-01  1.13571E+00  3.07460E-01  1.90595E-01  6.59375E-01  2.29092E+00  9.77596E-02  1.00000E+00  1.16599E-02  1.06526E-03  8.60805E-03  1.85057E-03 -2.71228E-03  9.10075E-03 -4.06411E-04 -9.96119E-04 -1.32869E-04  5.96409E-03   -19234.642952318020
           37  3.29791E+00  3.22106E+00 -6.09761E-01 -1.99526E-01  8.45000E-01  1.12962E+00  3.03331E-01  1.92982E-01  6.59675E-01  2.28272E+00  9.91234E-02  1.00000E+00  1.29146E-02 -1.50308E-04  8.62669E-03  2.58783E-03 -2.72519E-03  8.67765E-03 -7.40568E-04  1.16174E-04 -7.35937E-04  6.96920E-03   -19211.166459992004
           38  3.25057E+00  3.22311E+00 -5.99663E-01 -2.00538E-01  7.91286E-01  1.10484E+00  3.18325E-01  2.00531E-01  6.69882E-01  2.28257E+00  9.94526E-02  1.00000E+00  1.05064E-02  6.45471E-04  9.58230E-03  2.48535E-03 -2.62970E-03  9.50107E-03 -3.07629E-04  6.53780E-04 -1.06024E-03  6.90634E-03   -19144.836523744187
           39  3.29282E+00  3.22996E+00 -6.14519E-01 -2.06335E-01  7.32136E-01  1.12672E+00  3.37926E-01  1.94669E-01  6.61913E-01  2.28551E+00  9.94484E-02  1.00000E+00  1.14431E-02  1.02030E-03  1.02364E-02  2.14421E-03 -2.79215E-03  8.50912E-03 -7.99026E-04  5.33649E-04 -1.99966E-04  7.67845E-03   -19216.668978866528
           40  3.25519E+00  3.20178E+00 -6.00460E-01 -1.95447E-01  7.23114E-01  1.08198E+00  3.39805E-01  2.03704E-01  6.61802E-01  2.28025E+00  9.97709E-02  1.00000E+00  1.27351E-02 -8.10684E-05  1.09770E-02  2.11551E-03 -3.42642E-03  8.17328E-03  4.23259E-04  1.37001E-03 -3.13290E-04  9.18155E-03   -19200.751003150614
           41  3.32214E+00  3.18655E+00 -6.17037E-01 -1.96075E-01  6.79505E-01  1.13807E+00  3.51267E-01  1.84523E-01  6.76191E-01  2.27302E+00  9.96665E-02  1.00000E+00  1.12612E-02  7.22466E-04  1.01888E-02  1.96151E-03 -1.35288E-03  8.23463E-03  7.44116E-04  7.98406E-04 -1.48637E-04  8.31383E-03   -19232.425456149700
           42  3.28163E+00  3.25688E+00 -6.07738E-01 -2.08979E-01  6.95946E-01  1.07226E+00  3.43673E-01  2.04169E-01  6.77869E-01  2.28245E+00  9.90814E-02  1.00000E+00  1.12010E-02  1.16175E-03  1.03380E-02  1.51378E-03 -1.30838E-03  9.00167E-03  8.21932E-04  1.57760E-03 -6.60805E-04  7.52976E-03   -19235.705579420515
           43  3.28984E+00  3.22125E+00 -6.10407E-01 -2.01869E-01  6.85039E-01  1.11461E+00  3.47058E-01  1.95953E-01  6.80040E-01  2.27958E+00  9.74149E-02  1.00000E+00  1.09765E-02  7.68572E-04  1.04814E-02  1.68879E-03 -1.09570E-03  8.56249E-03  1.99223E-04  6.62920E-04 -1.18505E-03  7.80799E-03   -19218.578698227895
           44  3.32373E+00  3.24034E+00 -6.19585E-01 -2.05334E-01  6.56370E-01  1.07611E+00  3.59224E-01  2.03516E-01  6.78851E-01  2.27900E+00  9.67711E-02  1.00000E+00  1.18471E-02  8.46108E-04  1.10435E-02  1.14966E-03 -1.17701E-03  8.14260E-03  7.17023E-04  1.61574E-03 -1.72836E-03  7.68827E-03   -19308.379267249478
           45  3.31562E+00  3.24757E+00 -6.16810E-01 -2.09366E-01  7.24251E-01  1.15361E+00  3.34689E-01  1.84344E-01  6.85372E-01  2.27816E+00  9.68509E-02  1.00000E+00  9.11592E-03  7.54439E-04  1.11604E-02  7.95834E-04 -1.86118E-03  7.41293E-03 -5.72080E-04  1.73098E-03 -1.18287E-03  6.61757E-03   -19390.226370391629
           46  3.29046E+00  3.24213E+00 -6.11580E-01 -2.06181E-01  7.01889E-01  1.13499E+00  3.46208E-01  1.88252E-01  6.80342E-01  2.28576E+00  9.72404E-02  1.00000E+00  1.13019E-02  1.31243E-03  1.11903E-02  1.17151E-03 -2.60905E-03  7.87528E-03 -9.24355E-04  2.71409E-03 -2.37461E-03  6.54553E-03   -19374.125606985697
           47  3.27586E+00  3.24046E+00 -6.08980E-01 -2.06467E-01  7.58930E-01  1.14863E+00  3.29650E-01  1.85951E-01  6.70823E-01  2.29140E+00  9.84037E-02  1.00000E+00  1.13703E-02  2.06390E-03  1.17839E-02  1.49512E-03 -1.15837E-03  5.63273E-03 -4.78239E-04  2.32661E-03 -1.64008E-03  6.62360E-03   -19268.523148289583
           48  3.26966E+00  3.23391E+00 -6.02337E-01 -2.09706E-01  7.05616E-01  1.11048E+00  3.41626E-01  1.90413E-01  6.63132E-01  2.27958E+00  9.84405E-02  1.00000E+00  1.07379E-02  1.72040E-03  1.10035E-02  4.88177E-04 -9.14686E-04  5.75275E-03 -7.59995E-05  2.05435E-03 -2.18282E-03  7.33737E-03   -19415.820881309843
           49  3.34967E+00  3.27980E+00 -6.28260E-01 -2.16821E-01  6.91962E-01  1.11498E+00  3.45610E-01  1.88545E-01  6.60474E-01  2.27767E+00  9.84405E-02  1.00000E+00  1.02199E-02  8.38471E-04  1.00334E-02  6.90285E-04  1.02053E-04  5.84128E-03 -6.71296E-04  1.68971E-03 -1.37496E-03  6.85246E-03   -19466.034748352282
           50  3.27100E+00  3.28766E+00 -6.04877E-01 -2.23077E-01  6.90546E-01  1.12373E+00  3.48745E-01  1.86722E-01  6.64346E-01  2.27860E+00  1.00410E-01  1.00000E+00  1.03204E-02  3.38693E-04  9.72362E-03  6.07703E-04 -5.33116E-04  5.89453E-03 -9.28761E-04  9.20622E-04 -1.08085E-03  6.31396E-03   -19266.397669204962
           51  3.26260E+00  3.26235E+00 -6.03946E-01 -2.12679E-01  6.68107E-01  1.12622E+00  3.55666E-01  1.86066E-01  6.62668E-01  2.27720E+00  1.03393E-01  1.00000E+00  1.13701E-02  8.66488E-04  9.82537E-03  3.73677E-04 -8.39009E-06  5.53273E-03 -1.33776E-03  6.49482E-04  6.90665E-06  7.75913E-03   -19129.863867680146
           52  3.29434E+00  3.22172E+00 -6.10494E-01 -2.01455E-01  6.46246E-01  1.15796E+00  3.59362E-01  1.78875E-01  6.69800E-01  2.28043E+00  1.03163E-01  1.00000E+00  1.02922E-02  4.28028E-04  7.78394E-03  6.67922E-04 -3.28564E-04  5.46753E-03 -2.73597E-03  1.74978E-04  2.25771E-04  8.80148E-03   -19244.448481223699
           53  3.18791E+00  3.23489E+00 -5.79771E-01 -2.10039E-01  6.78417E-01  1.14198E+00  3.48906E-01  1.81073E-01  6.65270E-01  2.27831E+00  1.04110E-01  1.00000E+00  1.06111E-02 -4.25415E-04  9.46730E-03 -2.34450E-05  1.02583E-04  5.48315E-03 -2.26364E-03 -8.61621E-04 -1.08285E-04  8.91931E-03   -19099.870515084829
           54  3.26884E+00  3.20536E+00 -6.04763E-01 -2.00533E-01  7.26604E-01  1.12612E+00  3.35857E-01  1.90852E-01  6.62203E-01  2.28163E+00  1.03734E-01  1.00000E+00  8.82361E-03 -1.84132E-03  9.60766E-03  3.39370E-04 -4.00065E-05  5.96634E-03 -1.90247E-03  9.56980E-04 -5.21812E-04  8.59721E-03   -19221.405365028619
           55  3.32177E+00  3.25974E+00 -6.21314E-01 -2.12125E-01  7.00947E-01  1.13821E+00  3.45323E-01  1.88659E-01  6.66810E-01  2.28029E+00  1.02953E-01  1.00000E+00  8.54280E-03 -1.88208E-03  9.73877E-03  4.43648E-04 -6.66678E-04  6.16438E-03 -2.23446E-03  1.49550E-03  2.98489E-04  1.03787E-02   -19186.827267186705
           56  3.23451E+00  3.22416E+00 -5.96203E-01 -2.01204E-01  6.81045E-01  1.13381E+00  3.48559E-01  1.91573E-01  6.80726E-01  2.28630E+00  1.02728E-01  1.00000E+00  9.81571E-03  2.45303E-05  1.09664E-02 -2.52352E-04 -7.83175E-04  6.50030E-03 -1.49231E-03  2.80939E-04  3.11891E-04  9.73199E-03   -19161.911207897367
           57  3.29318E+00  3.24485E+00 -6.10031E-01 -2.07698E-01  7.07100E-01  1.15041E+00  3.48836E-01  1.83907E-01  6.69425E-01  2.28193E+00  1.03956E-01  1.00000E+00  9.64569E-03  8.61440E-04  9.01259E-03 -2.45955E-04 -1.33683E-03  6.93840E-03 -1.60385E-03  8.53445E-04 -2.00213E-04  1.06252E-02   -19208.256547151650
           58  3.32143E+00  3.26500E+00 -6.18553E-01 -2.14318E-01  7.06087E-01  1.12983E+00  3.43446E-01  1.85573E-01  6.76643E-01  2.28169E+00  9.91608E-02  1.00000E+00  9.95836E-03  7.30774E-04  9.31149E-03 -4.53499E-04 -1.41738E-03  6.77545E-03 -2.00187E-03 -3.15525E-04 -1.53770E-05  9.54779E-03   -19401.746809190874
           59  3.27022E+00  3.29334E+00 -6.05046E-01 -2.23032E-01  6.97707E-01  1.16057E+00  3.45560E-01  1.76834E-01  6.78321E-01  2.29753E+00  9.89652E-02  1.00000E+00  1.05319E-02  3.61276E-04  8.61281E-03  3.59149E-04 -1.44491E-03  5.53253E-03 -1.70728E-03 -5.94759E-04 -5.64774E-05  8.91957E-03   -19444.212229987654
           60  3.28300E+00  3.27000E+00 -6.06235E-01 -2.14155E-01  6.79812E-01  1.08846E+00  3.52861E-01  1.99677E-01  6.85922E-01  2.29039E+00  9.90164E-02  1.00000E+00  1.07565E-02  8.40191E-04  7.75735E-03 -1.12067E-03 -2.38066E-03  6.32467E-03 -1.86751E-03 -1.94743E-04  4.54320E-04  8.58268E-03   -19402.139914982472
           61  3.31462E+00  3.25308E+00 -6.17163E-01 -2.12111E-01  6.85784E-01  1.16835E+00  3.50175E-01  1.78518E-01  6.87441E-01  2.28595E+00  9.90164E-02  1.00000E+00  9.29620E-03  3.82517E-04  7.57119E-03 -7.02489E-04 -2.34734E-03  6.28861E-03 -7.51003E-04  3.38883E-04 -6.41583E-05  9.28337E-03   -19316.924186711174
           62  3.31565E+00  3.29997E+00 -6.16055E-01 -2.25099E-01  7.01665E-01  1.18882E+00  3.43511E-01  1.71800E-01  6.90505E-01  2.29535E+00  1.02216E-01  1.00000E+00  1.01960E-02  1.42343E-03  9.33064E-03 -1.37060E-03 -3.15052E-03  5.88925E-03 -5.77768E-05  3.87115E-04 -6.02105E-04  8.64053E-03   -19372.045925732979
           63  3.27930E+00  3.24939E+00 -6.06776E-01 -2.10516E-01  6.72893E-01  1.15427E+00  3.51112E-01  1.83360E-01  6.83292E-01  2.28916E+00  9.90619E-02  1.00000E+00  9.88832E-03  6.36275E-04  9.44715E-03 -1.13402E-03 -2.71121E-03  5.92297E-03 -1.38113E-03 -7.60353E-05 -7.73585E-04  8.98700E-03   -19424.353711635493
           64  3.32088E+00  3.24422E+00 -6.17794E-01 -2.04446E-01  7.09248E-01  1.13924E+00  3.43258E-01  1.89831E-01  6.76276E-01  2.28748E+00  9.91477E-02  1.00000E+00  8.62508E-03  1.04033E-03  8.99392E-03 -9.97042E-04 -2.15597E-03  5.45561E-03 -9.56480E-04 -6.81457E-05 -6.94445E-04  7.96113E-03   -19401.775500134667
           65  3.29647E+00  3.23333E+00 -6.14050E-01 -2.03674E-01  6.89809E-01  1.17002E+00  3.48880E-01  1.82281E-01  6.79211E-01  2.28738E+00  9.91477E-02  1.00000E+00  1.16389E-02  1.36836E-03  1.08668E-02 -1.61902E-03 -2.16746E-03  6.39398E-03 -2.16774E-03 -1.24449E-03 -8.52043E-04  9.15195E-03   -19376.262532952696
           66  3.32236E+00  3.27871E+00 -6.18846E-01 -2.16167E-01  7.62208E-01  1.15425E+00  3.23899E-01  1.84908E-01  6.75959E-01  2.28537E+00  9.83877E-02  1.00000E+00  1.06537E-02 -4.88137E-04  9.01409E-03 -1.78078E-03 -1.70188E-03  6.42547E-03 -2.42590E-03 -2.23066E-04 -5.31688E-05  8.51144E-03   -19393.074998082142
           67  3.32364E+00  3.30146E+00 -6.24644E-01 -2.23314E-01  7.05004E-01  1.13947E+00  3.41645E-01  1.91437E-01  6.73967E-01  2.28471E+00  9.89328E-02  1.00000E+00  1.00848E-02  7.13149E-04  8.13736E-03 -1.30891E-03 -1.51209E-03  5.79279E-03 -3.05265E-03 -1.35213E-03  3.41442E-04  8.66254E-03   -19442.286269419928
           68  3.34616E+00  3.27249E+00 -6.25025E-01 -2.12608E-01  7.05001E-01  1.14340E+00  3.42177E-01  1.88351E-01  6.73828E-01  2.27819E+00  1.03405E-01  1.00000E+00  9.92826E-03  3.71221E-04  6.93355E-03 -1.32709E-03 -1.39292E-03  5.74407E-03 -2.63489E-03 -6.32635E-04 -6.47821E-04  7.67701E-03   -19421.263272819215
           69  3.25891E+00  3.23119E+00 -6.00807E-01 -1.98318E-01  7.06063E-01  1.17951E+00  3.43421E-01  1.82195E-01  6.73795E-01  2.27884E+00  1.04123E-01  1.00000E+00  9.47383E-03  5.56770E-06  6.60342E-03 -8.59259E-04 -1.23034E-03  6.27528E-03 -2.60221E-03 -9.90110E-04 -4.78731E-04  7.40279E-03   -19428.188505120292
           70  3.25939E+00  3.23872E+00 -5.99602E-01 -2.02044E-01  6.86011E-01  1.16160E+00  3.45012E-01  1.88292E-01  6.80847E-01  2.28487E+00  1.04150E-01  1.00000E+00  8.62848E-03 -1.04800E-04  7.74786E-03 -9.78443E-04 -1.83463E-03  6.78499E-03 -2.25614E-03 -8.93222E-04 -3.45925E-04  7.83778E-03   -19393.966622453492
           71  3.24564E+00  3.25159E+00 -5.93689E-01 -2.05680E-01  6.82194E-01  1.17569E+00  3.49403E-01  1.82561E-01  6.79344E-01  2.29228E+00  1.00456E-01  1.00000E+00  9.53635E-03 -1.45125E-04  7.34289E-03 -8.08882E-04 -1.09138E-03  6.00348E-03 -2.12928E-03 -3.56098E-04 -2.52603E-04  7.22481E-03   -19555.972839224363
           72  3.25065E+00  3.24444E+00 -6.00110E-01 -2.07845E-01  7.17635E-01  1.14763E+00  3.38043E-01  1.91444E-01  6.80549E-01  2.29730E+00  1.00299E-01  1.00000E+00  1.09473E-02  9.46650E-05  6.63519E-03  1.04924E-04 -7.04865E-04  5.24591E-03 -2.00193E-03  2.49779E-04 -4.16603E-04  7.55712E-03   -19376.238564147563
           73  3.28667E+00  3.29509E+00 -6.12813E-01 -2.21031E-01  7.28443E-01  1.09646E+00  3.35393E-01  2.01287E-01  6.79412E-01  2.29387E+00  1.02577E-01  1.00000E+00  1.02488E-02  5.71609E-04  7.50760E-03  3.55513E-04 -1.25115E-03  5.95813E-03 -1.22506E-03 -2.80141E-05 -8.13567E-04  8.27392E-03   -19416.367990037259
           74  3.26815E+00  3.22733E+00 -6.04426E-01 -2.04435E-01  6.64300E-01  1.13991E+00  3.55626E-01  1.88936E-01  6.75889E-01  2.29501E+00  9.94510E-02  1.00000E+00  9.52777E-03 -2.38642E-04  5.86629E-03  6.42378E-04 -1.36676E-03  6.35800E-03 -1.23741E-03 -2.43844E-04 -1.93106E-03  7.96338E-03   -19470.151908922711
           75  3.29195E+00  3.23732E+00 -6.08690E-01 -2.07633E-01  7.32651E-01  1.13089E+00  3.36289E-01  1.92922E-01  6.81210E-01  2.28717E+00  1.06023E-01  1.00000E+00  9.61453E-03  4.55747E-05  6.11835E-03  6.94026E-04 -1.08977E-03  6.10081E-03 -1.14721E-03 -9.61595E-04 -6.33614E-04  6.70816E-03   -19385.653155121840
           76  3.36497E+00  3.20311E+00 -6.32635E-01 -1.92493E-01  7.37072E-01  1.12534E+00  3.38547E-01  1.95131E-01  6.76203E-01  2.28876E+00  1.04266E-01  1.00000E+00  9.14712E-03  2.23413E-04  5.31304E-03  7.34987E-04 -8.77999E-04  6.13344E-03 -9.99969E-04 -9.95380E-04 -8.67768E-04  8.52775E-03   -19366.534197363711
           77  3.31409E+00  3.21859E+00 -6.15840E-01 -2.03041E-01  7.00334E-01  1.11471E+00  3.44645E-01  1.99080E-01  6.80133E-01  2.29011E+00  1.04266E-01  1.00000E+00  1.06177E-02  1.68890E-04  5.84829E-03  1.64316E-03 -1.25367E-03  6.59005E-03 -1.27025E-03 -8.29244E-05 -1.74151E-03  7.77752E-03   -19430.502451095152
           78  3.28011E+00  3.22504E+00 -6.05648E-01 -2.03996E-01  6.73387E-01  1.10695E+00  3.53131E-01  2.00924E-01  6.82541E-01  2.28953E+00  1.01910E-01  1.00000E+00  1.11809E-02  5.00169E-04  6.39766E-03  7.12032E-04 -1.89698E-03  7.22524E-03 -7.99591E-04  4.10310E-04 -1.95625E-03  5.85163E-03   -19478.447624627614
           79  3.30513E+00  3.26211E+00 -6.14423E-01 -2.11367E-01  6.87756E-01  1.12629E+00  3.47005E-01  1.95044E-01  6.83536E-01  2.28993E+00  1.01910E-01  1.00000E+00  1.05081E-02  1.39393E-04  7.05170E-03  1.90225E-03 -2.04900E-03  7.07191E-03 -7.26184E-04 -3.70140E-04 -9.32679E-04  6.59876E-03   -19307.907931157879
           80  3.30679E+00  3.18373E+00 -6.17517E-01 -1.88146E-01  6.99608E-01  1.15742E+00  3.45936E-01  1.86333E-01  6.81896E-01  2.29306E+00  1.02852E-01  1.00000E+00  1.14236E-02 -4.93044E-04  7.30200E-03  2.01709E-03 -1.54842E-03  6.89027E-03 -7.49613E-05 -8.85205E-05 -1.51171E-03  8.42840E-03   -19346.486662181134
           81  3.29421E+00  3.25406E+00 -6.12263E-01 -2.07767E-01  6.84008E-01  1.14054E+00  3.48460E-01  1.91491E-01  6.78761E-01  2.28819E+00  1.03253E-01  1.00000E+00  1.15433E-02 -8.20834E-04  7.91265E-03  1.67033E-03 -1.34649E-03  6.38143E-03 -2.39724E-04  2.16889E-04 -1.03593E-03  6.87787E-03   -19350.579474807073
           82  3.29224E+00  3.26291E+00 -6.12218E-01 -2.07219E-01  6.72672E-01  1.16897E+00  3.53154E-01  1.79716E-01  6.87616E-01  2.28344E+00  1.07653E-01  1.00000E+00  1.15102E-02 -5.21012E-04  8.31907E-03  7.43447E-04 -1.63560E-03  5.42596E-03 -2.06493E-04 -1.53234E-05 -1.45441E-03  6.77540E-03   -19375.715704617647
           83  3.33189E+00  3.26989E+00 -6.22931E-01 -2.12905E-01  7.35764E-01  1.12068E+00  3.34200E-01  1.93514E-01  6.86770E-01  2.28569E+00  1.00990E-01  1.00000E+00  1.13408E-02 -6.45245E-04  9.14867E-03  1.51687E-03 -2.04401E-03  5.57249E-03 -7.02858E-04 -3.41727E-04 -1.75171E-03  7.66507E-03   -19392.679145253071
           84  3.31704E+00  3.23729E+00 -6.19521E-01 -2.02063E-01  7.75937E-01  1.11344E+00  3.22900E-01  1.94234E-01  6.90116E-01  2.28215E+00  1.01663E-01  1.00000E+00  9.97836E-03  1.89883E-04  8.37143E-03  1.33329E-03 -1.33684E-03  5.78119E-03  2.03700E-04  6.10251E-04 -1.17138E-03  9.09262E-03   -19329.552448147329
