TABLE NO.     5: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       THETA9       THETA10      THETA11      SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
          710  3.36773E+00  3.25010E+00 -6.30890E-01 -2.07402E-01  7.64011E-01  1.13459E+00  3.24412E-01  1.96492E-01  7.11726E-01  2.30827E+00  1.00675E-01  1.00000E+00  8.81786E-03 -1.17677E-03  7.72264E-03  4.49849E-05 -6.54609E-04  8.25828E-03 -6.71555E-04  4.42930E-04 -3.20207E-05  7.42028E-03   -19250.397041921718
          711  3.32026E+00  3.25266E+00 -6.15500E-01 -2.05364E-01  7.90361E-01  1.15342E+00  3.19016E-01  1.87940E-01  7.06525E-01  2.30341E+00  9.91615E-02  1.00000E+00  1.02080E-02 -1.07839E-03  7.71974E-03  1.03759E-03 -1.43414E-03  8.83665E-03 -4.78119E-04  3.79274E-04 -1.02596E-04  9.12293E-03   -19266.932223385338
          712  3.31197E+00  3.21871E+00 -6.13573E-01 -1.96472E-01  7.75396E-01  1.15806E+00  3.23524E-01  1.86387E-01  7.01059E-01  2.30687E+00  1.00620E-01  1.00000E+00  9.50479E-03 -7.38034E-04  7.46432E-03  8.49167E-04 -1.26472E-03  9.34248E-03 -5.65453E-04  1.37312E-03  6.79663E-04  8.44370E-03   -19194.060786945094
          713  3.32688E+00  3.22695E+00 -6.24433E-01 -1.99569E-01  7.91924E-01  1.15661E+00  3.18707E-01  1.85502E-01  7.02295E-01  2.30922E+00  1.01618E-01  1.00000E+00  9.90607E-03 -4.73454E-04  7.42265E-03  1.34492E-03 -2.22256E-04  9.79833E-03 -1.66260E-03  1.07590E-03  1.18225E-03  8.90954E-03   -19199.753920399486
          714  3.27427E+00  3.20843E+00 -6.05422E-01 -1.92697E-01  7.53685E-01  1.15469E+00  3.31215E-01  1.87278E-01  7.02751E-01  2.30667E+00  9.77574E-02  1.00000E+00  1.13291E-02 -7.25722E-04  7.55048E-03  1.74565E-03  5.80732E-05  1.11794E-02 -1.24592E-03  1.01635E-03  1.03851E-03  7.50936E-03   -19159.537110432939
          715  3.30994E+00  3.26300E+00 -6.17352E-01 -2.09207E-01  7.87566E-01  1.17149E+00  3.22596E-01  1.86365E-01  6.98766E-01  2.30443E+00  9.94853E-02  1.00000E+00  1.05208E-02  6.15551E-04  7.71146E-03  9.69888E-04  7.87448E-04  1.28294E-02 -1.35565E-03  6.14004E-04  1.56114E-03  7.46686E-03   -19102.074140811364
          716  3.31068E+00  3.24968E+00 -6.15439E-01 -2.07861E-01  7.78756E-01  1.12029E+00  3.27816E-01  1.97986E-01  7.03355E-01  2.29665E+00  1.00800E-01  1.00000E+00  1.04635E-02  2.94082E-04  7.33125E-03  8.57475E-04  9.23599E-04  1.31765E-02 -1.07703E-04  1.13551E-03  2.26915E-03  6.91686E-03   -19156.448384205334
          717  3.32298E+00  3.21817E+00 -6.18094E-01 -1.97967E-01  7.41508E-01  1.10540E+00  3.35440E-01  2.06204E-01  7.05612E-01  2.30712E+00  1.02272E-01  1.00000E+00  1.01623E-02 -1.79542E-04  6.42882E-03 -3.18445E-06  1.59523E-03  1.25562E-02 -7.52431E-04  1.61865E-03  1.68756E-03  6.66808E-03   -19139.252326020909
          718  3.34669E+00  3.25024E+00 -6.27071E-01 -2.07479E-01  7.27061E-01  1.10668E+00  3.37237E-01  2.02306E-01  6.99730E-01  2.30525E+00  1.04564E-01  1.00000E+00  1.00058E-02  4.26509E-04  6.82513E-03  6.08567E-05  2.64015E-04  1.14064E-02 -1.52971E-03  1.53622E-03  2.08455E-03  8.31132E-03   -19115.818664820788
          719  3.29256E+00  3.25468E+00 -6.09459E-01 -2.04083E-01  7.44392E-01  1.14531E+00  3.35498E-01  1.90472E-01  6.98310E-01  2.30801E+00  1.03284E-01  1.00000E+00  9.72570E-03  4.32736E-04  7.01758E-03  6.50068E-04  1.15181E-04  1.32107E-02 -1.14953E-03  1.38970E-03  1.88231E-03  8.52982E-03   -19017.252679750844
          720  3.36056E+00  3.27829E+00 -6.29135E-01 -2.12764E-01  7.32719E-01  1.15900E+00  3.40201E-01  1.85254E-01  7.10072E-01  2.30310E+00  1.05159E-01  1.00000E+00  9.29648E-03  7.58500E-05  7.95816E-03  6.25288E-04  8.01371E-04  1.22932E-02 -1.69970E-03  1.70874E-03  2.63708E-03  9.19341E-03   -18991.371239367567
          721  3.35351E+00  3.27145E+00 -6.24891E-01 -2.15121E-01  7.47164E-01  1.15502E+00  3.36134E-01  1.87030E-01  6.92101E-01  2.30313E+00  1.02213E-01  1.00000E+00  1.01666E-02 -6.98007E-04  8.03493E-03  1.08644E-03  2.30328E-04  1.05111E-02 -1.05254E-03  2.59091E-03  2.72215E-03  8.52747E-03   -19060.103188756602
          722  3.31206E+00  3.21863E+00 -6.16685E-01 -1.96322E-01  7.83213E-01  1.10011E+00  3.26752E-01  2.01627E-01  6.97463E-01  2.30170E+00  1.04742E-01  1.00000E+00  8.49478E-03  2.15654E-04  7.89002E-03  1.72760E-04 -7.58058E-05  1.10752E-02 -9.49074E-04  2.11054E-03  1.96580E-03  9.42025E-03   -18984.692051763799
          723  3.33093E+00  3.19376E+00 -6.20496E-01 -1.86765E-01  7.81065E-01  1.13104E+00  3.21181E-01  1.94255E-01  7.03950E-01  2.29649E+00  1.02164E-01  1.00000E+00  1.01780E-02 -1.61804E-04  9.28105E-03 -3.45504E-04  2.06115E-04  1.01105E-02 -2.26480E-03  2.78636E-03  2.02358E-03  1.14819E-02   -19050.090995352806
          724  3.36795E+00  3.21979E+00 -6.31599E-01 -1.97299E-01  7.67176E-01  1.12309E+00  3.30029E-01  1.94475E-01  7.04685E-01  2.30573E+00  1.00895E-01  1.00000E+00  9.28550E-03 -5.80944E-04  1.01278E-02 -5.16841E-04 -1.12031E-05  1.00561E-02 -1.39828E-03  1.98989E-03  2.93859E-03  1.12998E-02   -19096.065248718613
          725  3.39430E+00  3.22285E+00 -6.37055E-01 -1.97551E-01  7.79271E-01  1.08156E+00  3.27803E-01  2.07246E-01  7.06323E-01  2.30909E+00  1.00895E-01  1.00000E+00  1.03884E-02 -4.44371E-04  8.55663E-03 -1.53892E-03  2.45166E-04  9.67740E-03 -1.35513E-03  1.09133E-03  1.89252E-03  9.54143E-03   -19199.186586507160
          726  3.36516E+00  3.27428E+00 -6.27141E-01 -2.11899E-01  8.36131E-01  1.06360E+00  3.08791E-01  2.16730E-01  7.14299E-01  2.31361E+00  1.00712E-01  1.00000E+00  1.01586E-02 -1.94172E-04  8.59069E-03 -3.24611E-04  3.35216E-04  1.04714E-02 -1.52680E-03  1.19425E-03  1.06791E-03  1.03022E-02   -19073.152889802164
          727  3.33625E+00  3.29627E+00 -6.17876E-01 -2.19456E-01  7.55191E-01  1.12678E+00  3.32365E-01  1.99775E-01  7.10852E-01  2.30801E+00  1.00712E-01  1.00000E+00  9.50985E-03  4.70154E-04  8.95736E-03  2.67131E-04  1.24804E-03  1.02012E-02 -1.40127E-03  8.68667E-04  1.51199E-03  8.81582E-03   -19061.327229247625
          728  3.33471E+00  3.22797E+00 -6.21979E-01 -2.01636E-01  7.47330E-01  1.14979E+00  3.31789E-01  1.92191E-01  7.11617E-01  2.30380E+00  1.00345E-01  1.00000E+00  9.22810E-03  2.89952E-04  9.13767E-03  4.38559E-04  1.82507E-03  1.07673E-02 -1.83118E-03  8.44796E-04  1.81263E-03  9.11795E-03   -19165.701193779139
          729  3.32003E+00  3.20951E+00 -6.14434E-01 -1.94200E-01  8.22711E-01  1.15742E+00  3.11658E-01  1.88801E-01  7.02507E-01  2.31308E+00  1.01202E-01  1.00000E+00  9.34935E-03  5.78778E-04  8.72110E-03  6.53335E-04  8.89582E-04  1.14225E-02 -1.63242E-03  5.95253E-04  2.38698E-03  9.48915E-03   -19134.066205020688
          730  3.28938E+00  3.24028E+00 -6.10119E-01 -2.06034E-01  7.67453E-01  1.08711E+00  3.24221E-01  2.11032E-01  7.03838E-01  2.31790E+00  9.87653E-02  1.00000E+00  1.09873E-02  4.59436E-04  7.74717E-03  3.11963E-04 -5.72967E-05  1.11753E-02 -2.25923E-03 -4.24743E-05  2.57135E-03  8.68374E-03   -19240.053044105094
          731  3.36165E+00  3.30559E+00 -6.29914E-01 -2.24336E-01  8.06436E-01  1.16561E+00  3.16295E-01  1.84894E-01  7.03826E-01  2.30813E+00  9.84201E-02  1.00000E+00  1.00646E-02  7.47288E-04  7.75438E-03  3.00039E-04  5.05996E-04  9.44620E-03 -2.25836E-03 -4.80962E-05  1.52357E-03  8.73033E-03   -19177.791256086584
          732  3.30647E+00  3.25646E+00 -6.14688E-01 -2.08408E-01  7.94805E-01  1.12276E+00  3.21094E-01  1.97233E-01  7.06924E-01  2.30753E+00  9.87425E-02  1.00000E+00  9.22905E-03  7.62359E-04  7.95533E-03  1.66594E-03  1.13562E-03  1.09900E-02 -1.73476E-03 -7.25339E-04  4.71338E-04  9.33832E-03   -19225.651185866060
          733  3.29681E+00  3.24124E+00 -6.11744E-01 -2.05135E-01  7.53475E-01  1.15872E+00  3.32086E-01  1.87154E-01  6.98927E-01  2.31014E+00  1.00233E-01  1.00000E+00  9.72463E-03  9.28181E-04  7.81265E-03  1.01916E-03  1.03003E-03  8.85037E-03 -2.23290E-03  7.69596E-04  8.63198E-04  8.63789E-03   -19194.222913756916
          734  3.31190E+00  3.23974E+00 -6.15463E-01 -2.06633E-01  7.67357E-01  1.16650E+00  3.27565E-01  1.84181E-01  7.04803E-01  2.30403E+00  1.00118E-01  1.00000E+00  1.06739E-02  4.37255E-04  7.14623E-03 -1.03943E-04  7.03492E-04  8.90644E-03 -2.64282E-03  1.36188E-03  6.46495E-04  8.80520E-03   -19331.862565716623
          735  3.26275E+00  3.23933E+00 -5.98306E-01 -2.02700E-01  7.77823E-01  1.14298E+00  3.22860E-01  1.89425E-01  6.97803E-01  2.30226E+00  1.00118E-01  1.00000E+00  8.91072E-03  3.09552E-04  7.62894E-03 -1.33779E-05  1.49098E-03  9.18644E-03 -1.89086E-03  9.42692E-04  1.07521E-03  8.32216E-03   -19202.776311115638
          736  3.28955E+00  3.25716E+00 -6.09229E-01 -2.11241E-01  7.53305E-01  1.09369E+00  3.29733E-01  2.03455E-01  6.99261E-01  2.29842E+00  1.01023E-01  1.00000E+00  8.77190E-03  8.22250E-05  8.37120E-03 -1.67662E-04  1.41797E-03  7.90783E-03 -1.84340E-03  9.75827E-04  1.25789E-03  8.70619E-03   -19220.757113301992
          737  3.27069E+00  3.27990E+00 -6.03510E-01 -2.15743E-01  7.51863E-01  1.12235E+00  3.31036E-01  1.97862E-01  6.99826E-01  2.31168E+00  1.02346E-01  1.00000E+00  9.48851E-03  3.81014E-04  7.51509E-03 -1.18695E-03  4.41985E-04  1.00882E-02 -1.97154E-03  9.66219E-04  2.17153E-03  8.86500E-03   -19105.712035636385
          738  3.26306E+00  3.31808E+00 -5.97637E-01 -2.27563E-01  7.09149E-01  1.11969E+00  3.44376E-01  1.99054E-01  7.10486E-01  2.31585E+00  1.03509E-01  1.00000E+00  9.04718E-03 -2.67776E-04  7.20604E-03 -2.46245E-04 -2.08117E-04  1.07331E-02 -2.43491E-03 -4.43623E-04  1.06470E-03  8.80472E-03   -19135.595209580963
          739  3.33526E+00  3.30777E+00 -6.16049E-01 -2.27377E-01  7.26407E-01  1.14785E+00  3.44530E-01  1.92011E-01  7.04819E-01  2.31254E+00  1.04917E-01  1.00000E+00  8.68169E-03 -7.60718E-05  7.60367E-03 -4.24109E-04 -8.84596E-04  8.81171E-03 -2.99214E-03 -7.10170E-04  1.87810E-03  9.74370E-03   -19021.043211144915
          740  3.29275E+00  3.25758E+00 -6.07669E-01 -2.07013E-01  7.71772E-01  1.15986E+00  3.29436E-01  1.83873E-01  7.01222E-01  2.31013E+00  1.04182E-01  1.00000E+00  1.03595E-02 -3.66477E-04  8.10561E-03  2.69375E-04 -1.05338E-03  8.83664E-03 -1.97044E-03 -1.29059E-03  2.04864E-03  8.88871E-03   -19069.128297242722
          741  3.24269E+00  3.24148E+00 -5.97555E-01 -2.06663E-01  8.01500E-01  1.14724E+00  3.17860E-01  1.88001E-01  6.97383E-01  2.31276E+00  1.03219E-01  1.00000E+00  9.32522E-03 -7.44218E-04  6.93718E-03  3.69288E-05 -1.29679E-03  8.49007E-03 -1.99925E-03 -1.82357E-03  2.48488E-03  1.00994E-02   -19272.238834513013
          742  3.34093E+00  3.27716E+00 -6.21090E-01 -2.12562E-01  7.16295E-01  1.12346E+00  3.40981E-01  1.88359E-01  6.96998E-01  2.31043E+00  1.04261E-01  1.00000E+00  8.45091E-03 -8.16419E-04  6.09987E-03 -3.00508E-04 -1.57267E-04  7.89146E-03 -1.73912E-03 -1.00226E-03  2.19073E-03  1.04271E-02   -19271.558475346519
          743  3.35717E+00  3.21394E+00 -6.26580E-01 -1.94152E-01  6.99121E-01  1.13753E+00  3.47790E-01  1.86106E-01  7.02389E-01  2.30913E+00  1.03642E-01  1.00000E+00  9.11313E-03 -1.09075E-03  6.40555E-03  3.30918E-04 -5.51239E-04  6.43172E-03 -1.49415E-03 -1.73758E-04  1.34992E-03  9.51086E-03   -19183.408315403674
          744  3.27736E+00  3.30979E+00 -6.04048E-01 -2.23350E-01  7.25875E-01  1.13827E+00  3.40580E-01  1.90050E-01  7.00691E-01  2.30776E+00  1.03909E-01  1.00000E+00  9.83740E-03 -1.30799E-03  7.03034E-03  7.04648E-04 -7.50509E-04  6.19900E-03 -8.95261E-04 -4.19586E-04  1.60501E-03  9.50680E-03   -19179.895281882960
          745  3.28178E+00  3.28141E+00 -6.06230E-01 -2.16742E-01  7.06885E-01  1.18892E+00  3.46961E-01  1.74987E-01  7.01194E-01  2.30348E+00  1.03687E-01  1.00000E+00  9.49452E-03 -1.43467E-03  6.73584E-03  2.12507E-04 -1.48648E-03  7.59059E-03 -2.46779E-03 -7.95528E-04  2.11858E-03  9.70065E-03   -19266.303342673447
          746  3.26107E+00  3.25950E+00 -6.02624E-01 -2.13010E-01  7.31989E-01  1.15322E+00  3.38321E-01  1.87993E-01  6.92444E-01  2.29531E+00  1.03323E-01  1.00000E+00  9.22708E-03 -1.39063E-03  7.63721E-03  8.53492E-04 -1.95424E-03  7.65918E-03 -1.12438E-03 -7.82180E-04  1.72956E-03  1.00252E-02   -19239.812104878616
          747  3.28962E+00  3.23860E+00 -6.09054E-01 -2.06291E-01  7.32390E-01  1.15625E+00  3.37058E-01  1.86829E-01  6.99996E-01  2.30358E+00  1.02748E-01  1.00000E+00  9.27067E-03 -1.07806E-03  7.07464E-03  8.78389E-04 -1.17347E-03  8.09719E-03 -1.76024E-03 -8.58393E-04  2.24526E-03  9.83915E-03   -19334.778178780423
          748  3.33411E+00  3.23293E+00 -6.22432E-01 -2.06329E-01  6.82125E-01  1.15094E+00  3.45446E-01  1.88006E-01  6.97819E-01  2.31324E+00  1.01501E-01  1.00000E+00  1.09658E-02 -1.43590E-03  6.20324E-03  4.56438E-04 -3.53936E-04  6.90901E-03 -1.18815E-03 -6.05719E-04  5.42310E-04  9.33984E-03   -19191.418347182294
          749  3.29002E+00  3.24818E+00 -6.12750E-01 -2.05315E-01  6.79638E-01  1.15334E+00  3.47156E-01  1.85144E-01  7.02452E-01  2.30303E+00  1.01058E-01  1.00000E+00  8.73749E-03 -1.29464E-03  7.34276E-03  1.89340E-04 -1.17610E-03  7.38990E-03 -1.47203E-03  9.09770E-04 -5.25525E-04  1.18842E-02   -19278.989961364863
          750  3.24590E+00  3.27014E+00 -5.99939E-01 -2.16557E-01  6.29145E-01  1.11572E+00  3.58039E-01  1.98760E-01  6.98937E-01  2.30307E+00  1.01206E-01  1.00000E+00  8.52439E-03 -1.47189E-03  7.89990E-03  9.13018E-04 -8.66172E-04  7.85484E-03 -1.98952E-03  3.96904E-04 -1.22521E-03  9.91282E-03   -19265.297986967715
          751  3.26741E+00  3.25202E+00 -6.02422E-01 -2.05064E-01  6.76343E-01  1.17499E+00  3.47353E-01  1.79874E-01  6.89852E-01  2.29529E+00  1.00359E-01  1.00000E+00  8.32427E-03 -1.50750E-03  9.21490E-03  1.54144E-04 -1.36059E-03  7.48683E-03 -1.65941E-03 -3.82765E-04 -5.33523E-04  9.18415E-03   -19212.683141202557
          752  3.31582E+00  3.21314E+00 -6.13139E-01 -1.95407E-01  6.73284E-01  1.15823E+00  3.52677E-01  1.88017E-01  6.97580E-01  2.30319E+00  1.00601E-01  1.00000E+00  7.19527E-03 -1.12905E-03  7.27566E-03  3.46694E-04 -8.28336E-04  7.62955E-03  6.39335E-05 -1.40743E-05 -6.40933E-04  1.02006E-02   -19178.463455183679
          753  3.30294E+00  3.24576E+00 -6.15266E-01 -2.05735E-01  7.19358E-01  1.16523E+00  3.39918E-01  1.87356E-01  6.98122E-01  2.30031E+00  1.02502E-01  1.00000E+00  8.73189E-03 -1.42686E-03  8.02113E-03  1.10799E-03 -8.61860E-04  7.33377E-03 -1.51880E-04  1.91768E-04  3.19251E-04  8.69219E-03   -19184.591876883380
          754  3.29423E+00  3.25660E+00 -6.11909E-01 -2.08656E-01  7.30239E-01  1.14344E+00  3.33001E-01  1.94614E-01  6.98679E-01  2.29535E+00  1.02425E-01  1.00000E+00  9.19687E-03 -1.87656E-03  7.27076E-03  4.56024E-04  5.18706E-06  7.18683E-03 -1.15406E-03 -4.95384E-04 -1.05250E-04  9.23697E-03   -19291.690882997020
          755  3.29053E+00  3.24364E+00 -6.08068E-01 -2.07164E-01  7.06391E-01  1.15926E+00  3.40093E-01  1.93105E-01  6.93211E-01  2.29990E+00  1.01109E-01  1.00000E+00  1.01337E-02 -1.13225E-03  6.09591E-03  6.40373E-04 -2.54206E-04  7.32532E-03 -1.62371E-03 -8.27381E-04  2.78449E-04  9.36881E-03   -19145.131546134806
          756  3.30729E+00  3.23737E+00 -6.16385E-01 -2.02994E-01  6.75924E-01  1.15928E+00  3.44674E-01  1.88903E-01  6.94749E-01  2.29051E+00  1.05448E-01  1.00000E+00  1.01230E-02 -8.30535E-04  6.23773E-03  2.25002E-03 -1.13696E-04  8.08260E-03 -1.00653E-03  5.79134E-04  1.61772E-04  9.93635E-03   -19265.622350515074
          757  3.28962E+00  3.21711E+00 -6.11453E-01 -2.00329E-01  7.25852E-01  1.21630E+00  3.30290E-01  1.72620E-01  6.91797E-01  2.29776E+00  1.05448E-01  1.00000E+00  1.11535E-02 -1.22954E-03  5.66081E-03  1.69921E-03  3.64463E-04  8.21735E-03 -3.85156E-05 -8.66324E-04  4.76038E-04  8.11872E-03   -19196.917984937714
          758  3.32359E+00  3.31860E+00 -6.23243E-01 -2.27954E-01  7.49602E-01  1.13123E+00  3.24518E-01  1.97118E-01  6.93549E-01  2.30367E+00  1.04363E-01  1.00000E+00  1.02315E-02 -5.49230E-04  6.54410E-03  2.07411E-03  8.18356E-04  8.36452E-03 -4.09867E-06 -5.20366E-04 -9.10715E-07  7.43500E-03   -19290.733903198750
          759  3.26475E+00  3.28676E+00 -6.03045E-01 -2.17664E-01  7.68674E-01  1.12280E+00  3.26249E-01  1.99114E-01  6.94649E-01  2.29826E+00  1.04363E-01  1.00000E+00  1.00634E-02 -1.73006E-05  5.80197E-03  2.64456E-03  5.49612E-04  7.72149E-03  3.18991E-04 -2.75350E-04 -2.54909E-04  7.83053E-03   -19351.633492928977
          760  3.28686E+00  3.26944E+00 -6.06740E-01 -2.10044E-01  7.42087E-01  1.14763E+00  3.34513E-01  1.92141E-01  6.84325E-01  2.30207E+00  1.03414E-01  1.00000E+00  1.06093E-02 -5.57744E-04  5.74784E-03  1.96958E-03  4.71385E-04  7.66787E-03  3.40497E-04 -1.60993E-04 -1.39692E-04  7.59713E-03   -19302.324610580148
          761  3.32265E+00  3.26462E+00 -6.15476E-01 -2.09427E-01  7.50152E-01  1.15119E+00  3.33425E-01  1.84920E-01  6.83489E-01  2.29715E+00  1.05361E-01  1.00000E+00  1.04872E-02  3.35405E-05  5.92790E-03  2.42642E-03  7.40083E-04  7.96016E-03 -1.62739E-03 -2.13829E-04 -7.69301E-04  8.14983E-03   -19262.232001754746
          762  3.28370E+00  3.27333E+00 -6.06342E-01 -2.16032E-01  7.08830E-01  1.15119E+00  3.45023E-01  1.84252E-01  6.89782E-01  2.28969E+00  1.04321E-01  1.00000E+00  9.45513E-03  4.26818E-04  5.79442E-03  2.80292E-03  1.85631E-04  8.50877E-03 -1.03208E-03 -1.12240E-04  3.04193E-05  7.43401E-03   -19334.314974732137
          763  3.30008E+00  3.24695E+00 -6.12453E-01 -2.12090E-01  7.33367E-01  1.14726E+00  3.36301E-01  1.84210E-01  6.81083E-01  2.29937E+00  1.04321E-01  1.00000E+00  9.85971E-03  6.56622E-04  5.71950E-03  1.79682E-03 -2.73416E-04  7.75288E-03 -6.17781E-04 -3.10564E-04 -3.39452E-04  7.12117E-03   -19343.769985242860
          764  3.28114E+00  3.23063E+00 -6.02553E-01 -2.03270E-01  7.09822E-01  1.09402E+00  3.42943E-01  2.01887E-01  6.90145E-01  2.28988E+00  1.03951E-01  1.00000E+00  9.86526E-03 -9.77773E-04  5.83956E-03  2.03003E-03 -1.09389E-03  9.12521E-03 -1.03949E-03  3.70586E-05 -5.87604E-04  7.88811E-03   -19275.360438168234
          765  3.33109E+00  3.23260E+00 -6.18217E-01 -2.03647E-01  7.41388E-01  1.09813E+00  3.33755E-01  1.99537E-01  6.85406E-01  2.29186E+00  1.03663E-01  1.00000E+00  8.35527E-03 -1.04149E-03  6.50106E-03  1.75518E-03 -1.71526E-03  9.13524E-03 -1.02896E-03  5.69408E-04 -1.01242E-03  7.39255E-03   -19345.373268044801
          766  3.28699E+00  3.25949E+00 -6.07596E-01 -2.14957E-01  7.14681E-01  1.08311E+00  3.42980E-01  2.06944E-01  6.88170E-01  2.29040E+00  9.80499E-02  1.00000E+00  1.00354E-02 -3.55720E-04  6.90795E-03  1.44432E-03 -2.32122E-03  8.85790E-03 -3.78123E-04  2.77704E-04 -4.46213E-04  7.60706E-03   -19291.776244203971
          767  3.27191E+00  3.23346E+00 -6.03655E-01 -2.02427E-01  7.23051E-01  1.10270E+00  3.40346E-01  2.05929E-01  6.88270E-01  2.29078E+00  9.72270E-02  1.00000E+00  1.13521E-02  5.69266E-04  8.92488E-03  9.51321E-04 -2.59121E-03  9.25510E-03 -7.95604E-04  8.32893E-04 -1.36862E-03  7.61153E-03   -19295.887053210568
          768  3.29969E+00  3.25597E+00 -6.13210E-01 -2.09336E-01  6.98621E-01  1.11793E+00  3.44939E-01  2.01464E-01  6.82874E-01  2.29801E+00  9.99380E-02  1.00000E+00  1.09477E-02  8.50298E-05  9.58432E-03  1.39035E-03 -1.28330E-03  7.55790E-03 -5.39127E-04  1.54945E-04 -9.56285E-04  6.75380E-03   -19267.815011226307
          769  3.27184E+00  3.28119E+00 -6.04920E-01 -2.11988E-01  6.81917E-01  1.06283E+00  3.49028E-01  2.14736E-01  6.82208E-01  2.29938E+00  9.99940E-02  1.00000E+00  1.03875E-02  9.77999E-04  9.56403E-03  1.00142E-03 -1.04066E-03  7.03016E-03 -3.43406E-04  3.58138E-04 -9.41891E-04  7.67854E-03   -19276.088377076641
          770  3.28299E+00  3.23537E+00 -6.10503E-01 -2.04374E-01  7.22425E-01  1.13979E+00  3.43207E-01  1.92694E-01  6.91682E-01  2.29012E+00  9.88140E-02  1.00000E+00  1.12034E-02  1.21274E-03  9.21277E-03  2.23903E-03 -5.02826E-04  7.02753E-03  6.04448E-04  3.84733E-05 -1.19828E-03  8.34708E-03   -19295.675241571160
          771  3.28456E+00  3.26671E+00 -6.06635E-01 -2.14712E-01  7.58590E-01  1.11971E+00  3.29668E-01  1.97344E-01  6.83792E-01  2.29201E+00  1.00109E-01  1.00000E+00  1.16606E-02  5.92136E-04  9.30246E-03  2.58307E-03 -7.61369E-04  6.24355E-03  1.01350E-03 -2.79039E-04 -4.72555E-04  9.04625E-03   -19341.776612607184
          772  3.30071E+00  3.22934E+00 -6.08893E-01 -1.97508E-01  7.48366E-01  1.12892E+00  3.31096E-01  1.97175E-01  6.85491E-01  2.30016E+00  9.70666E-02  1.00000E+00  1.07274E-02  2.19344E-04  1.03367E-02  1.26022E-03 -1.46018E-03  5.91854E-03  6.86371E-04  9.24957E-06 -1.01423E-04  9.29350E-03   -19375.092805680601
          773  3.29290E+00  3.25238E+00 -6.06705E-01 -2.04749E-01  7.78967E-01  1.13944E+00  3.26811E-01  1.94487E-01  6.82955E-01  2.29584E+00  9.70666E-02  1.00000E+00  1.07985E-02  6.14590E-04  1.06700E-02  1.48569E-03 -9.76829E-04  5.05929E-03  1.30678E-04  8.24969E-04 -6.87535E-04  8.46103E-03   -19313.461529338179
          774  3.30892E+00  3.24515E+00 -6.14108E-01 -2.05041E-01  8.12890E-01  1.12571E+00  3.17183E-01  1.94192E-01  6.85058E-01  2.29833E+00  1.03115E-01  1.00000E+00  1.06259E-02 -2.17224E-04  9.94405E-03  1.38267E-03 -3.93295E-04  5.01482E-03 -2.90514E-04  2.28965E-04 -1.48624E-03  1.06923E-02   -19225.561323279140
          775  3.22917E+00  3.19207E+00 -5.89633E-01 -1.92840E-01  7.81953E-01  1.16214E+00  3.28132E-01  1.83643E-01  6.80250E-01  2.29160E+00  1.01511E-01  1.00000E+00  1.03719E-02 -7.95039E-04  1.01340E-02  1.41385E-03 -6.80213E-04  4.07305E-03 -6.68248E-05 -4.21174E-04 -2.37647E-04  9.51968E-03   -19321.604848174658
          776  3.34307E+00  3.24582E+00 -6.22358E-01 -2.04005E-01  7.43152E-01  1.07632E+00  3.35738E-01  2.09276E-01  6.80900E-01  2.29553E+00  1.00605E-01  1.00000E+00  1.04346E-02  1.35221E-04  1.01329E-02  1.09874E-03 -1.22400E-04  3.73185E-03 -3.63122E-04  1.34968E-04 -5.47567E-05  9.22038E-03   -19359.723669802574
          777  3.28227E+00  3.25993E+00 -6.08951E-01 -2.07953E-01  7.03452E-01  1.11737E+00  3.47274E-01  1.97043E-01  6.78902E-01  2.28733E+00  1.01758E-01  1.00000E+00  9.28000E-03  5.69746E-04  9.24234E-03  3.81519E-04 -3.57350E-04  4.35588E-03 -2.43521E-04  5.70513E-04 -3.06504E-04  8.19674E-03   -19377.297069767257
          778  3.30405E+00  3.24591E+00 -6.09211E-01 -2.06503E-01  7.37471E-01  1.11924E+00  3.36855E-01  1.94359E-01  6.72880E-01  2.27955E+00  1.02601E-01  1.00000E+00  9.97256E-03  5.84249E-04  8.32654E-03  9.23127E-04  3.42699E-05  4.49501E-03  5.46377E-05  1.16928E-03 -8.69576E-04  9.17416E-03   -19279.158515554889
          779  3.23068E+00  3.22155E+00 -5.91835E-01 -1.99567E-01  7.23988E-01  1.07961E+00  3.40478E-01  2.01229E-01  6.80171E-01  2.27753E+00  1.00570E-01  1.00000E+00  1.06627E-02  8.73492E-04  8.05155E-03  1.25843E-03 -2.17546E-04  5.35332E-03  6.31752E-04  1.05546E-03 -1.04333E-03  8.06168E-03   -19345.739265690667
          780  3.28885E+00  3.22821E+00 -6.09195E-01 -2.06711E-01  6.96633E-01  1.13646E+00  3.44154E-01  1.89858E-01  6.86340E-01  2.28050E+00  1.00570E-01  1.00000E+00  1.10215E-02  1.32140E-03  9.94109E-03  4.77808E-04 -7.19301E-04  5.34430E-03  4.80951E-04  1.27450E-03 -8.64954E-04  8.20948E-03   -19336.591076222219
