TABLE NO.     2: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       SIGMA(1,1)   SIGMA(2,1)   SIGMA(2,2)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   OMEGA(5,1)   OMEGA(5,2)   OMEGA(5,3)   OMEGA(5,4)   OMEGA(5,5)   OMEGA(6,1)   OMEGA(6,2)   OMEGA(6,3)   OMEGA(6,4)   OMEGA(6,5)   OMEGA(6,6)   OMEGA(7,1)   OMEGA(7,2)   OMEGA(7,3)   OMEGA(7,4)   OMEGA(7,5)   OMEGA(7,6)   OMEGA(7,7)   OMEGA(8,1)   OMEGA(8,2)   OMEGA(8,3)   OMEGA(8,4)   OMEGA(8,5)   OMEGA(8,6)   OMEGA(8,7)   OMEGA(8,8)   MCMCOBJ
         5281  3.98135E+00 -2.21580E+00  4.50024E-01 -1.60765E-01  2.30823E+00  2.12866E-01  3.72492E+00 -6.48062E-01  9.60417E-03  0.00000E+00  2.27233E-02  3.02620E-01 -1.09464E-01  2.81626E-01  1.12532E-01 -7.42634E-02  2.27954E-01 -5.12132E-02  9.19149E-02 -6.13760E-02  2.23420E-01  1.56699E-02  5.32886E-02 -7.45969E-03  1.20678E-02  1.70921E-01 -1.09452E-01 -4.05059E-02  1.31018E-02  2.13340E-02 -2.73287E-02  2.84796E-01  5.56016E-02 -1.23050E-01  7.61461E-02 -9.54658E-02  5.64166E-03  3.60367E-02  2.38656E-01  1.29084E-01  4.99946E-02  1.03054E-01  9.89864E-03  1.18606E-03 -9.54048E-02  2.31667E-02  2.31238E-01   -6482.47202980024
         5282  3.85117E+00 -2.22763E+00  5.29191E-01 -2.12828E-01  2.27136E+00  3.00649E-01  3.75639E+00 -6.53044E-01  1.01208E-02  0.00000E+00  2.27883E-02  2.91672E-01  2.44362E-03  2.39890E-01  1.00520E-02  2.53278E-02  1.12772E-01  8.81569E-02  1.01171E-01 -1.02227E-02  2.98254E-01  8.11431E-02  5.27654E-02  1.18105E-03  6.22696E-02  2.03158E-01 -2.51904E-02 -2.40977E-02  4.99353E-03  4.42183E-02 -8.37475E-02  2.18803E-01  5.90928E-02 -4.98530E-03  4.91101E-03  1.05236E-05  6.13910E-02 -4.33075E-02  1.83054E-01  1.81292E-01  1.87616E-01  1.66240E-02  1.47632E-01  1.10027E-01 -8.46507E-02  9.60009E-02  4.12820E-01   -6466.60134227924
         5283  3.76733E+00 -2.20840E+00  5.38499E-01 -3.50502E-01  2.23033E+00  1.91145E-01  3.69981E+00 -7.47155E-01  1.00691E-02  0.00000E+00  2.17524E-02  2.01951E-01 -5.06131E-02  2.64509E-01 -1.79184E-04  1.11291E-02  9.60006E-02  4.31020E-02  1.11524E-01 -1.40990E-02  2.93499E-01 -1.12138E-02 -6.18043E-03 -2.65675E-03  1.04264E-02  1.48905E-01  5.89904E-02  4.56115E-02 -1.15304E-03  7.96409E-02 -8.66508E-02  3.02514E-01  4.44765E-02 -4.57124E-02  1.11652E-02 -6.38045E-02 -1.02229E-02  3.85955E-02  1.97449E-01  5.71042E-02  8.94670E-02  1.37630E-02  8.30178E-02 -3.11230E-02  2.64947E-02  2.29837E-02  2.18756E-01   -6488.60899427916
         5284  3.85954E+00 -2.17085E+00  6.49345E-01 -1.44072E-01  2.30374E+00  1.90755E-01  3.64705E+00 -8.61239E-01  9.34478E-03  0.00000E+00  2.20647E-02  2.43099E-01  9.11344E-03  1.87780E-01  5.02673E-02 -4.85984E-03  1.65152E-01  3.69386E-02  1.04363E-01 -1.96532E-02  2.25968E-01  2.90902E-02 -2.09864E-02  1.76631E-04 -4.56738E-02  2.01126E-01 -7.21041E-02 -4.49200E-02  3.04266E-02  1.80741E-02 -9.93149E-02  2.94246E-01 -9.02677E-03 -1.05490E-01 -3.02255E-02 -1.00685E-01  7.30060E-02 -2.04154E-02  3.05495E-01  9.42247E-02  4.84733E-02  3.36018E-02  2.99467E-02  3.46326E-02 -1.09162E-01  8.54921E-02  2.40283E-01   -6514.60435105528
         5285  3.97874E+00 -2.20588E+00  5.59229E-01 -1.44079E-01  2.25808E+00  2.79945E-01  3.73424E+00 -7.22855E-01  8.68421E-03  0.00000E+00  2.29921E-02  2.89966E-01 -8.64082E-02  3.70737E-01  9.65180E-02 -4.37088E-02  1.28267E-01 -6.65479E-03  5.58387E-02 -1.70429E-02  1.64217E-01  5.11480E-02  3.92233E-02  3.44601E-02 -3.97170E-02  2.37707E-01  1.63317E-03 -7.17571E-02  2.99282E-02  4.42175E-02 -6.65432E-02  2.20236E-01  4.01579E-02 -2.01157E-01  4.61645E-02 -5.89528E-02  6.78711E-02  3.70187E-02  3.80230E-01  1.04384E-01  1.01570E-02  6.89322E-02 -1.46556E-02  4.08094E-02 -5.30274E-02  8.99381E-02  2.17865E-01   -6538.59908173383
         5286  3.90776E+00 -2.21777E+00  5.45849E-01 -2.75246E-01  2.34266E+00  1.02523E-01  3.69280E+00 -7.34253E-01  9.18985E-03  0.00000E+00  2.09851E-02  2.08184E-01 -7.04830E-03  2.15258E-01  5.35211E-02  3.23613E-02  1.30802E-01  5.45248E-02  3.79313E-02 -1.70588E-02  2.02262E-01 -2.16028E-02  3.87788E-02  6.14387E-02 -6.47924E-02  3.32985E-01  4.23088E-04  1.88939E-02  4.10551E-03  3.10094E-02 -1.17047E-01  2.45876E-01  2.93896E-02 -4.03897E-02  4.78420E-02 -1.85904E-02  1.72410E-02 -4.06887E-04  1.88891E-01  1.15303E-01  5.34338E-02  6.38253E-02  8.39834E-02  6.92685E-03 -5.32698E-02  6.51293E-02  2.56407E-01   -6524.53690807424
         5287  3.95400E+00 -2.24993E+00  5.40274E-01 -2.85847E-01  2.21773E+00  1.02363E-01  3.71719E+00 -6.58414E-01  9.88453E-03  0.00000E+00  2.24208E-02  3.21098E-01  6.05332E-03  2.69287E-01 -4.23775E-02  3.68983E-03  1.35378E-01  1.59309E-01  1.12363E-01 -7.65672E-02  3.18786E-01  6.47812E-02 -9.15398E-02  2.59030E-02 -7.52780E-02  2.67843E-01 -6.76382E-03  8.52169E-02  1.72056E-02  5.65972E-02 -9.55994E-02  2.14455E-01 -7.03214E-03 -1.01994E-01  3.75633E-02 -7.43318E-02  8.51125E-02 -2.97449E-02  2.53952E-01  1.22167E-01  1.03207E-01 -8.40889E-03  1.65254E-01 -5.31257E-03 -1.03917E-02  5.62215E-02  2.70750E-01   -6461.97694611855
         5288  3.96657E+00 -2.22521E+00  4.92701E-01 -1.64892E-01  2.35066E+00  1.86373E-01  3.77749E+00 -6.51920E-01  9.64844E-03  0.00000E+00  2.37438E-02  2.89871E-01 -6.72400E-02  1.86516E-01  3.20473E-02 -1.19185E-03  9.25847E-02  1.01869E-01  1.75114E-02 -2.14579E-02  2.50640E-01 -1.91697E-02 -8.25839E-04 -1.97670E-02 -1.81674E-02  2.58093E-01 -1.97115E-02  3.16898E-02  4.31275E-02 -3.74579E-03 -7.84793E-02  2.31599E-01 -1.60467E-02 -2.36238E-02  9.60922E-03 -6.48312E-02  4.81594E-03  3.23611E-02  1.76837E-01  4.95736E-02  8.25733E-02  3.34380E-02  2.51029E-02 -6.82483E-02  3.79075E-02  5.86490E-02  1.76433E-01   -6450.94109158825
         5289  3.94162E+00 -2.23960E+00  5.29476E-01 -1.63066E-01  2.18244E+00  1.87659E-01  3.67908E+00 -6.73830E-01  9.25485E-03  0.00000E+00  2.34819E-02  3.41918E-01  2.30051E-02  1.78831E-01  2.69820E-02 -4.87433E-04  1.10454E-01  6.80505E-02  4.44015E-02 -4.29137E-03  2.13086E-01  1.48983E-02  4.35484E-02  5.78340E-02 -5.61449E-03  2.37586E-01  1.42764E-02 -3.50911E-02 -1.70081E-02  1.19241E-02 -8.86715E-02  2.37664E-01 -1.22220E-02 -6.81873E-02 -1.76369E-02 -8.20092E-02 -4.32503E-02  3.29145E-02  2.75764E-01  1.07102E-01  1.09477E-01  3.88545E-02  1.02026E-02  5.02102E-02 -7.50268E-02  6.27557E-02  2.60685E-01   -6438.40077180040
         5290  3.74153E+00 -2.24375E+00  4.90882E-01 -2.09517E-01  2.17518E+00  2.66954E-01  3.79907E+00 -7.83088E-01  9.59138E-03  0.00000E+00  2.18568E-02  2.92464E-01  2.60798E-03  2.28951E-01  5.54351E-02 -3.33090E-02  1.67772E-01  4.29843E-02 -3.17709E-03 -1.64956E-02  2.56952E-01 -3.68470E-03  2.42056E-02  1.68176E-02 -5.62971E-02  2.13532E-01  5.12899E-04 -1.11313E-01  3.98156E-02  7.87535E-02 -6.12888E-02  3.23568E-01  5.67378E-02 -1.12026E-01  7.18434E-02 -5.13493E-02 -1.55741E-02  1.29948E-01  3.69980E-01  8.29840E-02  1.11841E-01  4.82322E-02 -6.57155E-02  1.81388E-02 -7.87918E-02  6.72282E-02  2.50543E-01   -6442.46808606995
         5291  4.02650E+00 -2.12002E+00  5.44271E-01 -4.24084E-02  2.18928E+00  3.25211E-01  3.65132E+00 -6.74448E-01  1.07924E-02  0.00000E+00  2.41433E-02  2.38276E-01 -3.74961E-02  1.62324E-01  6.14395E-02 -3.76761E-02  1.09528E-01  6.65919E-03  2.99128E-02 -4.93341E-02  4.16976E-01  1.87298E-02  7.90376E-02  1.70050E-02 -1.52377E-01  3.12934E-01 -8.10250E-03 -8.47882E-02  1.97052E-03  6.81254E-02 -1.32604E-01  2.46579E-01 -2.05158E-02 -3.91976E-02  3.85107E-02 -1.64368E-01  1.08460E-02  8.87156E-03  3.03845E-01  4.63233E-03  1.20784E-01 -2.01155E-03  1.66579E-02  3.63146E-02 -7.50535E-02  3.85454E-02  2.07677E-01   -6431.85727083372
         5292  3.80040E+00 -2.16120E+00  6.14346E-01 -1.71406E-01  2.28521E+00  2.77165E-01  3.80397E+00 -6.99787E-01  9.81512E-03  0.00000E+00  2.47859E-02  3.51036E-01  7.87098E-03  1.79566E-01  8.47768E-02 -5.36158E-03  1.78860E-01  8.80408E-02 -6.83026E-02  5.97370E-02  3.79852E-01  2.83048E-03  5.49043E-02 -1.26168E-02 -3.87095E-02  2.19329E-01  1.55261E-02 -3.12925E-02  3.93696E-03  5.21070E-02 -7.54063E-02  1.72178E-01  6.68038E-03 -2.78991E-02 -3.63894E-03 -1.06065E-01 -3.57447E-02  2.00477E-03  2.34673E-01  1.24479E-01  8.87030E-02  6.44027E-02  3.31313E-02 -2.13722E-02 -8.28015E-03  2.94119E-02  2.09116E-01   -6464.69651993632
         5293  3.87362E+00 -2.17497E+00  5.42060E-01 -2.20525E-01  2.35598E+00  3.03613E-01  3.74609E+00 -7.02226E-01  9.73970E-03  0.00000E+00  2.54606E-02  2.96287E-01 -2.70133E-02  1.22211E-01  7.16162E-02 -2.16811E-02  1.27589E-01 -8.62645E-03  3.54529E-02 -5.44720E-02  2.78779E-01  5.32991E-03  5.61214E-02  3.51870E-02 -2.06384E-02  2.96694E-01 -2.86252E-02 -2.98277E-02  3.05238E-02  2.13084E-02 -3.89873E-02  2.09061E-01  1.25184E-02  1.72645E-02  1.27450E-02 -4.07570E-02  8.40897E-02 -1.16389E-02  1.83093E-01  1.26759E-01  4.07297E-02  2.58989E-02  5.92306E-02 -3.19371E-02 -2.99499E-02  4.65211E-02  2.17261E-01   -6450.07485262584
         5294  3.95111E+00 -2.13336E+00  5.01855E-01 -2.79985E-02  2.33112E+00  2.55498E-01  3.59668E+00 -7.63169E-01  9.36695E-03  0.00000E+00  2.29894E-02  2.50707E-01 -1.51848E-02  1.71566E-01  2.30001E-02 -2.49613E-02  1.21828E-01 -9.66027E-03  5.85974E-02 -3.51533E-02  2.65143E-01  4.04887E-02  5.69279E-03 -2.49865E-02 -1.23418E-02  1.42576E-01 -6.54227E-02  3.01610E-02 -1.67192E-02  6.65613E-02 -7.13548E-02  2.35083E-01  1.95839E-02  8.71963E-03 -4.25561E-02 -4.66326E-02  1.86173E-02 -9.08907E-03  2.95384E-01  9.00487E-02  5.96596E-02  3.34717E-02  4.07921E-02  1.68969E-02 -7.88037E-02  3.11571E-02  1.88382E-01   -6477.22127832321
         5295  3.85553E+00 -2.14587E+00  5.34538E-01 -1.93145E-01  2.27980E+00  1.60387E-01  3.87193E+00 -6.55697E-01  9.47534E-03  0.00000E+00  2.21546E-02  2.70570E-01 -7.22891E-02  2.69281E-01  2.08774E-02 -2.38513E-02  1.05121E-01  4.83028E-02  2.79754E-02 -1.70348E-02  1.92024E-01 -1.83817E-02  5.21890E-02 -8.50645E-03 -1.48260E-02  1.58419E-01 -1.47989E-02 -1.06224E-01  4.71060E-02 -2.95658E-03 -8.42926E-02  2.71319E-01  2.19986E-02 -3.33385E-02 -8.99222E-03 -7.07410E-02  7.66143E-03 -1.48108E-02  2.45055E-01  8.29089E-02  7.78158E-02 -2.33688E-02  3.99637E-02 -1.67185E-02 -1.08808E-01  3.43636E-02  2.25665E-01   -6483.56186642623
         5296  3.91440E+00 -2.25854E+00  4.77839E-01 -1.95520E-01  2.18434E+00  2.78553E-01  3.66701E+00 -7.09511E-01  1.01329E-02  0.00000E+00  2.16584E-02  3.43638E-01 -7.85077E-02  2.69361E-01  8.09540E-02 -4.60071E-02  1.67399E-01 -2.28867E-02  6.50500E-02 -1.90508E-02  1.90351E-01 -6.61043E-04  3.26941E-02  2.12861E-02 -4.82864E-02  1.45482E-01 -1.72413E-02 -7.16575E-02  1.43621E-02  1.20866E-02 -5.18660E-02  2.53088E-01 -4.19477E-02 -8.70529E-02 -1.15539E-02 -4.88685E-02 -6.62028E-03  4.95584E-02  2.09833E-01  1.22854E-01  8.66551E-02 -9.09254E-04  4.01263E-02 -3.72424E-02 -9.12839E-02 -6.00678E-03  2.42672E-01   -6474.39074134069
         5297  3.98557E+00 -2.25428E+00  5.98261E-01 -1.84132E-01  2.30828E+00  7.13973E-02  3.71508E+00 -6.65191E-01  9.44922E-03  0.00000E+00  2.15464E-02  2.73486E-01 -5.48228E-02  2.25620E-01  3.34472E-02 -8.28970E-03  1.50997E-01 -9.84302E-03  2.71029E-02 -7.49770E-02  3.36570E-01 -3.61784E-02  3.27086E-02  2.66111E-02 -1.70675E-02  1.65694E-01  1.23869E-02 -5.38128E-02  4.81298E-02 -4.55609E-02  5.17224E-03  2.33435E-01  5.62874E-02 -9.24086E-02  5.04601E-02 -1.04475E-01  4.47056E-04  5.63998E-02  3.05071E-01  1.04836E-01  8.59438E-02  2.58347E-02 -2.53726E-02 -2.63178E-02 -6.10815E-02  3.51150E-02  2.13763E-01   -6478.30381982400
         5298  3.84738E+00 -2.12884E+00  5.41448E-01 -2.90934E-01  2.40655E+00  2.07621E-01  3.77717E+00 -6.62780E-01  9.99729E-03  0.00000E+00  2.24328E-02  3.24805E-01 -1.10602E-02  2.70612E-01  6.32147E-02 -5.22770E-02  1.85743E-01 -6.26366E-02  1.39236E-01 -9.23824E-02  3.16464E-01  6.47798E-02  3.11287E-02 -3.32602E-02  1.69494E-02  2.17702E-01 -4.40533E-02 -2.26088E-02  5.18464E-02 -3.65749E-02 -1.05522E-01  2.32355E-01  4.86521E-02 -6.00298E-02  7.48258E-02 -1.53808E-01 -8.79285E-03  3.08375E-02  3.10213E-01  1.56480E-01  9.70095E-02  6.48527E-02 -4.74309E-02  1.76746E-02 -6.78687E-02  8.65721E-02  2.74572E-01   -6453.90422904281
         5299  3.79264E+00 -2.14638E+00  5.37090E-01 -7.78760E-02  2.21923E+00  1.11416E-01  3.51642E+00 -8.17954E-01  1.00492E-02  0.00000E+00  2.40333E-02  3.35709E-01  5.50405E-02  2.27736E-01  6.29708E-02 -6.43816E-03  1.49824E-01  2.95816E-02  1.08391E-01 -6.51862E-02  2.75188E-01  3.96672E-02  6.26680E-03  5.22612E-03 -2.89097E-02  1.88086E-01 -6.31843E-02 -7.59070E-02  2.98827E-02 -9.24131E-02 -5.84097E-02  2.82458E-01 -2.07158E-02 -8.68249E-02  2.38463E-02 -1.04775E-01  4.11117E-02  4.62290E-02  2.59613E-01  9.54868E-02  8.01412E-02  5.27854E-02  6.68785E-02 -5.28083E-03 -6.97934E-02  4.16994E-03  1.76721E-01   -6417.35284518193
         5300  3.86530E+00 -2.25591E+00  5.85864E-01 -2.02187E-01  2.22806E+00  2.94041E-01  3.65337E+00 -7.01265E-01  9.88807E-03  0.00000E+00  2.31199E-02  2.45026E-01 -5.01791E-03  2.58425E-01  8.17148E-02  3.20877E-02  1.21988E-01  5.42764E-02  9.77524E-02  3.71116E-02  2.07062E-01  5.95045E-02  7.57304E-02  2.52444E-02  3.69910E-02  2.88760E-01 -6.67462E-02  2.61047E-02 -1.08142E-02 -1.35411E-02 -1.37634E-01  3.17942E-01  6.19229E-02 -4.99271E-02  2.65669E-02 -9.60709E-03  4.70503E-02 -1.18571E-01  2.45186E-01  1.36623E-01  1.28576E-01  6.99531E-02  1.04951E-01  1.16471E-01 -9.71665E-02  9.88055E-02  2.70750E-01   -6439.81901668339
         5301  3.80455E+00 -2.25359E+00  5.69426E-01 -2.22631E-01  2.16278E+00  1.68465E-01  3.77481E+00 -7.02925E-01  1.08094E-02  0.00000E+00  2.15346E-02  2.54255E-01 -4.10174E-03  1.97523E-01  3.73219E-02  1.47648E-02  1.44339E-01  5.12389E-02  6.60737E-02 -1.57703E-02  2.40457E-01 -2.33100E-02  1.03793E-02 -1.75908E-02 -3.23773E-02  2.53096E-01 -6.62620E-02  1.05108E-02  4.30976E-02 -5.31974E-02 -7.33479E-02  2.63274E-01 -2.09230E-02 -8.71175E-03  4.32459E-02 -8.77808E-02  7.82301E-02 -2.07340E-02  1.90567E-01  8.97682E-02  7.85531E-02  3.47031E-02  2.33425E-02 -5.95297E-02 -5.80425E-02  1.82382E-02  2.20211E-01   -6442.01215920320
         5302  3.92524E+00 -2.17080E+00  5.96075E-01 -3.67217E-01  2.24019E+00  1.95065E-01  3.85663E+00 -6.01336E-01  8.84535E-03  0.00000E+00  2.32555E-02  2.51511E-01 -3.11102E-02  1.49978E-01  9.35569E-02 -1.25215E-02  1.91539E-01  6.40242E-02  1.88620E-02  1.93255E-02  1.59643E-01  4.11364E-03 -1.31022E-02  2.92912E-02 -2.75011E-02  2.18059E-01 -3.02082E-02  2.41471E-03  1.25791E-02 -1.78133E-02 -8.34100E-02  2.27676E-01  6.49525E-02 -1.88635E-02  8.58220E-02 -2.77175E-02  4.53742E-02  3.69744E-02  2.47755E-01  9.83006E-02  3.56157E-02  5.49140E-02  6.43617E-02 -2.36950E-02 -3.97760E-02  4.11849E-02  1.84355E-01   -6442.13507488592
         5303  3.89613E+00 -2.13611E+00  6.00505E-01 -1.38606E-01  2.37125E+00  1.33908E-01  3.75070E+00 -7.55618E-01  9.57445E-03  0.00000E+00  2.32905E-02  2.53198E-01 -8.67490E-02  2.48887E-01  7.10178E-02  3.75481E-02  2.01928E-01  1.16348E-02  2.63521E-02  9.39146E-03  2.68086E-01  2.39982E-02 -8.35217E-03 -3.85706E-02 -2.14501E-03  2.06988E-01 -7.26641E-02  8.20750E-02  6.47996E-02 -6.80011E-02 -1.29886E-01  3.38642E-01  2.84339E-02  5.60333E-02  9.41494E-02 -7.74101E-02 -2.82633E-02  7.42085E-02  2.45894E-01  9.11123E-02  1.02886E-01  1.02978E-01  7.06775E-02 -3.96312E-02 -1.85309E-02  1.06170E-01  2.72833E-01   -6516.69218380213
         5304  3.82845E+00 -2.10577E+00  6.22220E-01 -3.37949E-02  2.16668E+00  2.98663E-01  3.69623E+00 -7.10480E-01  8.05558E-03  0.00000E+00  2.38308E-02  2.57958E-01 -5.30848E-02  2.07409E-01  3.24992E-02  5.28888E-02  1.48288E-01  6.57010E-02  3.52483E-02  5.91850E-02  3.72420E-01 -9.90461E-03  5.37210E-02  1.11936E-02 -5.86955E-02  2.23566E-01 -5.05641E-02  1.31601E-02  3.10284E-03 -2.35127E-02 -1.40702E-01  2.92707E-01  2.13908E-02 -1.47868E-02  2.00197E-02 -8.98214E-02  1.86977E-02  8.92149E-03  2.07181E-01  7.58493E-02  8.51025E-02  8.68865E-02  1.55964E-01 -1.99251E-02 -7.92781E-02  2.38732E-02  3.00395E-01   -6478.99432159821
         5305  3.94461E+00 -2.19647E+00  6.31914E-01 -6.01073E-02  2.22365E+00  2.70327E-01  3.67016E+00 -6.92281E-01  9.93977E-03  0.00000E+00  2.21799E-02  1.89807E-01 -1.35455E-03  2.64875E-01  4.23648E-02 -5.21668E-02  1.62727E-01 -3.24807E-02  6.53080E-02 -2.87523E-02  2.77944E-01  3.79498E-02  4.39801E-02  2.43430E-02 -5.05457E-02  2.12298E-01 -9.13778E-03  1.12088E-02 -2.76041E-02  1.58478E-02 -1.16557E-01  2.30852E-01  2.50085E-02 -6.99526E-02  6.97518E-02 -1.23848E-01  5.70917E-02 -4.53952E-02  2.93405E-01  5.07645E-02  7.62950E-02  1.43444E-02  1.51713E-02  2.04647E-03 -4.35688E-02  7.99938E-02  1.82951E-01   -6482.64642857801
         5306  3.92907E+00 -2.17775E+00  6.60776E-01 -1.24345E-01  2.28194E+00  2.20072E-01  3.71312E+00 -5.50038E-01  9.92081E-03  0.00000E+00  1.89017E-02  1.94163E-01 -3.68960E-02  2.24908E-01  5.94408E-02  5.35294E-03  1.56794E-01  6.29977E-02  5.21223E-02  4.28049E-02  2.50934E-01 -5.90098E-03  6.34554E-02  3.91439E-02 -4.75274E-02  1.96242E-01 -2.55143E-03 -6.60796E-02  1.82824E-02 -1.69053E-02 -7.08023E-02  2.25952E-01  3.22200E-03 -4.97957E-02  1.41256E-02 -8.97780E-02  9.60873E-04  2.61066E-02  1.94975E-01  4.18329E-02  3.60416E-02  3.16454E-03  1.15164E-02 -8.39920E-03 -8.65722E-02  5.74661E-02  1.84124E-01   -6463.61499289709
         5307  3.87016E+00 -2.28378E+00  5.22452E-01 -2.10289E-01  2.26400E+00  1.60504E-01  3.71230E+00 -6.99750E-01  9.87139E-03  0.00000E+00  2.15981E-02  2.72551E-01 -2.33030E-02  2.09017E-01  6.99718E-02  2.99737E-02  1.43979E-01  6.31830E-02  2.32943E-02  1.26700E-02  3.17359E-01  3.04354E-02  1.74339E-02  4.73926E-03  1.97092E-02  1.62794E-01 -2.85286E-02 -7.35068E-03  1.94841E-03  8.02742E-03 -4.08346E-02  2.12538E-01  2.34510E-02 -3.60800E-02  8.80055E-03 -1.02193E-01 -1.56717E-03  3.67423E-03  1.73090E-01  8.34529E-02  8.80054E-02  5.97686E-02 -2.51818E-02 -4.26722E-02 -3.87645E-02  6.37855E-02  2.12516E-01   -6520.02911370412
         5308  3.84260E+00 -2.30838E+00  5.67149E-01 -3.08673E-01  2.19993E+00  1.88974E-01  3.83020E+00 -6.71543E-01  9.51158E-03  0.00000E+00  2.28916E-02  2.87995E-01 -1.13731E-01  3.78051E-01  7.97632E-03  2.85545E-02  2.63434E-01  3.76185E-03  1.15995E-01  1.46270E-01  2.93752E-01  4.51248E-02 -1.29741E-02 -5.52490E-02 -6.43205E-02  1.84816E-01 -2.47509E-02 -5.47266E-02  1.58201E-02 -4.14406E-03 -5.16825E-02  2.70870E-01  6.33642E-02 -7.54604E-02 -1.82881E-02 -6.55082E-02  4.45132E-02  2.64526E-02  2.01201E-01  5.63206E-02  1.67843E-01  1.13737E-01  1.29515E-01 -4.80715E-02 -7.79544E-02  4.34304E-02  2.80591E-01   -6438.26690877156
         5309  3.80867E+00 -2.21089E+00  6.98624E-01 -6.31678E-02  2.29823E+00  6.15788E-02  3.70719E+00 -6.35324E-01  9.24768E-03  0.00000E+00  2.24010E-02  2.94552E-01  1.07930E-03  1.90877E-01  6.34419E-02  7.27111E-03  1.07912E-01 -2.88965E-02  7.56589E-02 -1.87789E-02  2.67276E-01  2.15130E-02  4.56945E-02 -9.16431E-03 -3.73924E-02  1.39024E-01 -4.60932E-02 -4.03705E-02  9.96627E-03 -1.29411E-02 -2.12972E-02  2.05208E-01  8.09954E-02 -4.39117E-02  2.09361E-02 -4.22844E-02 -2.44256E-02 -1.03248E-02  1.82725E-01  1.62788E-01  8.82682E-02  8.00628E-02 -1.13722E-02  1.08720E-02 -6.63999E-02  8.02590E-02  2.87806E-01   -6422.24389411651
         5310  4.03331E+00 -2.28480E+00  6.70724E-01 -3.26807E-01  2.22331E+00  1.42053E-01  3.72460E+00 -6.18641E-01  9.38918E-03  0.00000E+00  2.25698E-02  3.15499E-01 -7.22027E-02  3.73816E-01  6.40992E-02 -3.82890E-02  1.10401E-01  1.01773E-01  6.23638E-02  1.67941E-02  2.88269E-01  2.69030E-02  5.53258E-02  1.24977E-02 -8.46680E-03  2.68793E-01 -4.55429E-02 -4.18310E-02 -2.80006E-02  2.00181E-03 -1.53272E-01  2.97116E-01  1.83268E-02 -1.33486E-01  2.00189E-02 -7.70155E-02 -1.31175E-01  1.15499E-01  3.89517E-01  1.79061E-01  6.22318E-02  3.48778E-02  1.04653E-01 -8.85062E-02  2.13101E-02  1.41525E-01  3.30290E-01   -6445.71598661505
         5311  3.84168E+00 -2.18740E+00  6.08043E-01 -3.06562E-01  2.20381E+00  2.49914E-01  3.79595E+00 -6.34247E-01  1.05268E-02  0.00000E+00  2.31145E-02  1.79194E-01 -2.68473E-02  2.70308E-01  4.47981E-02 -2.77809E-02  8.40101E-02  3.68024E-02  2.76277E-02  2.33779E-02  2.05019E-01  2.95583E-02  6.38020E-02  7.41396E-03 -3.10909E-02  2.16759E-01 -1.20792E-02 -5.30995E-02  3.59297E-02  1.48598E-02 -7.83985E-02  3.42817E-01  6.71600E-03 -6.31861E-02  8.61783E-03 -9.23373E-02  3.43536E-02  5.70564E-02  3.00372E-01  8.96802E-02  7.88651E-02  3.35760E-02  7.65713E-02  3.65935E-03 -3.07370E-02  3.90406E-02  2.50135E-01   -6465.49124926836
         5312  3.88359E+00 -2.32566E+00  5.42410E-01 -1.37748E-01  2.32219E+00  3.95037E-01  3.79574E+00 -7.12993E-01  1.00497E-02  0.00000E+00  2.16506E-02  2.26889E-01 -1.16625E-01  3.87183E-01 -5.65930E-03  1.60088E-02  1.27586E-01 -8.05055E-04  9.32107E-02 -4.12775E-02  2.23418E-01  2.47911E-02  1.35502E-02 -1.75532E-02 -2.93408E-02  1.94131E-01 -5.44859E-02 -7.14850E-02  2.68684E-02 -2.02780E-02 -6.70996E-02  3.85625E-01  1.21841E-01 -1.23982E-01  4.09270E-02 -3.56135E-02  5.46465E-02  1.56205E-02  3.10703E-01  8.44342E-02  1.11051E-01  2.45220E-02  5.52722E-02  2.16391E-02 -1.13409E-01  6.66246E-02  2.03879E-01   -6428.11681322827
         5313  3.94431E+00 -2.17099E+00  5.83594E-01 -2.40310E-01  2.26140E+00  2.25210E-01  3.83060E+00 -5.65099E-01  9.81271E-03  0.00000E+00  2.10593E-02  2.76094E-01 -3.43457E-02  2.66950E-01  2.19657E-02 -1.43676E-03  9.87373E-02  2.98447E-02  8.03273E-02 -2.23608E-06  2.12533E-01  6.84747E-03  9.37356E-03 -1.42189E-02 -1.04441E-02  2.09386E-01 -7.82870E-03 -1.62772E-02  2.62576E-02  3.20717E-02 -9.42453E-02  2.81284E-01  4.12491E-02 -8.05901E-02  1.61365E-02 -5.65907E-02  8.26304E-02  8.69296E-04  2.42976E-01  1.19785E-01  1.15684E-01  3.70482E-02  5.97576E-02 -1.18065E-02 -2.56283E-03  1.26748E-02  2.41160E-01   -6489.55322163806
