TABLE NO.     2: MCMC Bayesian Analysis: Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION: Problem=1 Subproblem=0 Superproblem1=0 Iteration1=0 Superproblem2=0 Iteration2=0
 ITERATION    THETA1       THETA2       THETA3       THETA4       THETA5       THETA6       THETA7       THETA8       SIGMA(1,1)   SIGMA(2,1)   SIGMA(2,2)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   OMEGA(5,1)   OMEGA(5,2)   OMEGA(5,3)   OMEGA(5,4)   OMEGA(5,5)   OMEGA(6,1)   OMEGA(6,2)   OMEGA(6,3)   OMEGA(6,4)   OMEGA(6,5)   OMEGA(6,6)   OMEGA(7,1)   OMEGA(7,2)   OMEGA(7,3)   OMEGA(7,4)   OMEGA(7,5)   OMEGA(7,6)   OMEGA(7,7)   OMEGA(8,1)   OMEGA(8,2)   OMEGA(8,3)   OMEGA(8,4)   OMEGA(8,5)   OMEGA(8,6)   OMEGA(8,7)   OMEGA(8,8)   MCMCOBJ
         5314  3.97564E+00 -2.15847E+00  5.99104E-01 -9.75399E-02  2.41320E+00  1.85046E-01  3.76870E+00 -6.81506E-01  9.52482E-03  0.00000E+00  2.18866E-02  2.00056E-01 -3.15678E-02  2.43825E-01  3.45248E-03 -1.80343E-02  1.10939E-01  4.63587E-02  2.85924E-02 -2.34495E-02  2.14442E-01 -1.45946E-02  3.99720E-02  2.21157E-02  3.83293E-05  2.13845E-01  2.31508E-02 -1.31969E-02 -1.68847E-02 -2.99135E-02 -6.36536E-02  2.16237E-01  1.96157E-02 -3.22877E-02  6.44463E-02 -1.03712E-01  4.31039E-02  5.55868E-02  3.36183E-01  5.51953E-02  6.60300E-02  2.95677E-02  6.30749E-03 -4.58664E-02 -7.04029E-04  6.69584E-02  1.85730E-01   -6443.41481397253
         5315  3.76621E+00 -2.18119E+00  5.66778E-01 -1.87535E-01  2.27561E+00  2.34862E-01  3.79232E+00 -6.72114E-01  9.06513E-03  0.00000E+00  2.23981E-02  2.82030E-01 -4.01061E-02  1.71987E-01  5.17266E-02 -2.48092E-02  1.02620E-01  6.28515E-02  7.98068E-02 -9.77650E-03  3.09035E-01  1.35823E-02 -2.13205E-02  3.75959E-02 -2.26987E-02  2.27900E-01  3.13915E-02  5.05640E-02 -2.53783E-02  3.41502E-02 -9.11641E-02  2.08277E-01 -6.85271E-03 -5.25882E-02  3.92523E-02 -7.24564E-02  8.95668E-02 -4.26426E-02  1.83529E-01  3.41699E-02  6.08522E-02  5.11375E-03  4.67213E-02 -1.48986E-02 -1.42996E-02  1.36406E-02  1.74219E-01   -6471.05604275626
         5316  3.81242E+00 -2.14382E+00  5.84815E-01 -2.48460E-01  2.28428E+00  2.66015E-01  3.70942E+00 -7.90489E-01  9.90699E-03  0.00000E+00  2.40167E-02  2.45232E-01 -2.52923E-02  1.49552E-01  3.64838E-02 -2.52393E-02  9.42878E-02  2.08262E-03  1.05906E-02  1.39537E-02  1.58852E-01  3.93303E-02  3.13441E-02 -2.68153E-02 -1.55116E-02  2.44371E-01 -2.29045E-02  9.55582E-03 -7.81250E-03 -9.51696E-03 -5.55778E-02  1.51309E-01  4.21239E-02 -2.33455E-02  2.57558E-02 -3.60278E-02  1.98152E-03  1.58861E-02  1.94373E-01  8.04019E-02  3.53996E-02  2.55003E-02  2.11838E-02  2.65048E-02 -3.75628E-02  1.00938E-01  2.27636E-01   -6489.65974706925
         5317  3.71105E+00 -2.10585E+00  5.48651E-01 -1.82935E-01  2.27518E+00  5.85469E-02  3.66614E+00 -7.34059E-01  9.25548E-03  0.00000E+00  2.26336E-02  2.13538E-01 -3.51861E-03  1.34884E-01  4.28329E-02 -3.31425E-02  1.40399E-01  3.70763E-03  2.88493E-02 -2.12876E-03  2.30879E-01 -6.36835E-02  1.51164E-02 -4.39072E-02 -2.48487E-02  2.06549E-01  2.17554E-02 -7.76016E-03  3.63446E-02  7.22334E-03 -7.74294E-02  1.57175E-01 -1.72315E-02 -3.60063E-02  4.42786E-02 -6.92336E-02  7.17455E-02  1.61309E-02  2.26559E-01  7.15597E-02  8.94010E-02  2.68107E-02  1.60196E-02 -3.30181E-02 -9.20353E-03  1.21089E-02  2.15617E-01   -6459.64115562560
         5318  3.88763E+00 -2.17536E+00  6.71422E-01 -3.43194E-01  2.18837E+00  1.52700E-01  3.68652E+00 -7.29119E-01  8.45915E-03  0.00000E+00  2.22199E-02  2.35348E-01  1.19665E-02  1.55356E-01  3.19428E-02 -1.69847E-02  1.95969E-01  2.53673E-02  2.06109E-02  2.31999E-02  1.89587E-01  1.83949E-02 -1.78618E-02 -2.69108E-02 -3.77290E-02  1.72306E-01 -5.13115E-02 -2.33746E-02  2.19847E-02 -3.95033E-03 -5.29290E-02  3.11065E-01  1.91357E-02 -2.82824E-02  8.54028E-02 -7.07692E-03  9.17799E-03  5.71814E-02  2.08456E-01  1.06215E-01  1.07493E-01  8.73214E-02  8.86274E-02 -1.92501E-02 -1.24994E-01  4.68728E-02  3.22198E-01   -6457.33983120912
         5319  3.89483E+00 -2.21132E+00  5.37116E-01 -1.77207E-01  2.36728E+00  1.70533E-01  3.70582E+00 -6.87583E-01  8.77267E-03  0.00000E+00  2.31291E-02  4.02978E-01  3.05102E-02  2.02009E-01  5.18737E-02  3.46884E-02  1.16424E-01  6.59720E-02  1.00251E-01  6.41014E-02  4.26032E-01  1.69782E-01  1.09149E-02  8.35224E-03 -4.41566E-02  2.48973E-01 -6.23598E-02 -7.89578E-03  1.78233E-02 -8.97194E-03 -5.48998E-02  2.66212E-01  1.85419E-02 -4.30962E-02  2.20107E-03 -1.28585E-01  5.77975E-02 -5.11317E-02  2.35560E-01  2.07368E-01  1.42615E-01  6.77834E-02  4.88599E-02  1.20674E-01 -1.41990E-01  5.91886E-02  3.76194E-01   -6531.34057492686
         5320  3.90579E+00 -2.32604E+00  5.27045E-01 -1.89974E-01  2.27744E+00  5.89910E-02  3.76889E+00 -6.96075E-01  9.37727E-03  0.00000E+00  2.08233E-02  2.69085E-01 -2.86398E-02  1.82619E-01  5.57279E-02  1.33795E-02  1.69917E-01  5.71978E-02  4.50247E-02  7.91746E-02  2.87119E-01  6.99190E-02 -1.90410E-02  6.34359E-03 -1.60514E-02  2.02820E-01 -4.65462E-02  1.24534E-02  1.78146E-02  6.19988E-04 -5.84187E-02  1.61160E-01  1.15575E-02  5.33780E-03 -2.32903E-02 -4.23457E-02 -3.39051E-02  4.10922E-02  2.63894E-01  3.05812E-02  6.62278E-02  3.01521E-02  1.93736E-02 -4.81636E-03 -2.39040E-02  6.60245E-02  2.18068E-01   -6520.43997194492
         5321  3.93102E+00 -2.20633E+00  7.02636E-01 -1.11959E-01  2.27482E+00  2.25859E-01  3.66345E+00 -6.48239E-01  8.00206E-03  0.00000E+00  2.03357E-02  3.07618E-01  3.89353E-02  1.45943E-01  3.47356E-02  1.18375E-02  1.04486E-01 -1.25779E-02  3.12384E-02 -9.37430E-03  2.47767E-01  3.50039E-02  3.78729E-02 -7.80049E-03 -3.05804E-02  2.26562E-01 -1.16299E-01 -2.10394E-02  1.80801E-02  3.98516E-02 -1.14708E-01  2.47935E-01  6.22045E-02  1.54070E-02  2.43993E-02 -7.34815E-02  4.03683E-02 -3.42177E-02  2.24453E-01  1.18897E-01  8.26308E-02  4.90782E-02  6.28673E-03  1.75974E-02 -5.92326E-02  7.88489E-02  2.07222E-01   -6566.26464258955
         5322  3.95856E+00 -2.15196E+00  5.97831E-01 -2.35730E-01  2.25391E+00  3.22675E-01  3.78394E+00 -6.96971E-01  9.05791E-03  0.00000E+00  2.35508E-02  2.31676E-01  1.13273E-02  1.43455E-01  5.11788E-02 -3.83912E-03  1.56997E-01  6.97922E-02  2.00731E-02 -2.74982E-02  2.61653E-01  2.52795E-02  7.46228E-03 -6.14077E-02 -5.75742E-03  2.07570E-01 -6.12076E-02 -1.24980E-02  2.67825E-02 -1.77524E-02 -7.65539E-02  1.87733E-01 -4.27932E-02 -4.07921E-02 -3.66329E-03 -7.92813E-02  2.21419E-02  6.39448E-02  2.42405E-01  6.31717E-02  8.41192E-02  2.80313E-02 -1.90742E-02  1.77535E-02 -3.91063E-02  2.55525E-02  1.88253E-01   -6451.03376589376
         5323  3.97382E+00 -2.15968E+00  5.04349E-01 -6.07907E-02  2.27026E+00  1.76895E-01  3.63341E+00 -7.90837E-01  9.20902E-03  0.00000E+00  2.48388E-02  2.77954E-01 -3.09749E-02  2.21625E-01  8.02128E-02 -4.34139E-03  1.65815E-01  5.77643E-02  6.19909E-02 -2.60097E-02  3.06218E-01 -5.26411E-03  3.63632E-02 -1.61827E-02 -2.13686E-02  1.45227E-01  2.92661E-02  1.86157E-02  1.74680E-02 -6.17028E-03 -7.70292E-02  2.34105E-01 -3.03874E-02 -3.76986E-02  3.43165E-03 -5.81213E-02 -1.38081E-02 -2.12602E-02  2.99681E-01  9.79254E-02  1.00014E-01  5.92243E-02  5.07730E-02 -1.15296E-02  4.76508E-03  4.07580E-02  2.27860E-01   -6514.15697196441
         5324  3.75096E+00 -2.08115E+00  6.33705E-01 -1.72207E-01  2.23130E+00  1.89631E-01  3.79761E+00 -5.99203E-01  1.03275E-02  0.00000E+00  2.21019E-02  1.60160E-01 -1.95543E-02  2.24510E-01  5.54910E-02 -1.67189E-04  1.48147E-01  4.45164E-02  3.21909E-02 -2.20193E-02  2.81088E-01 -2.39613E-02  1.78200E-02 -7.19642E-03 -7.57439E-02  1.99555E-01  1.75769E-02 -5.13372E-03  7.25249E-03  2.69284E-02 -6.14974E-02  2.21709E-01  1.96708E-02 -1.49565E-02  1.94251E-02 -2.79848E-02 -1.02540E-02 -5.72243E-03  1.42647E-01  7.55201E-02  9.85453E-02  6.27960E-02  4.88845E-02 -3.89125E-02 -3.92869E-02  5.81307E-02  2.35294E-01   -6427.30912583391
         5325  3.92577E+00 -2.13684E+00  6.58835E-01 -2.28969E-01  2.29159E+00  2.91595E-01  3.77839E+00 -6.96013E-01  1.03555E-02  0.00000E+00  2.35113E-02  3.57463E-01 -1.23276E-01  2.64827E-01  4.01265E-02 -1.88169E-02  9.50140E-02  8.37773E-03  3.57971E-02 -3.98628E-02  2.27583E-01  7.96474E-02 -4.57065E-02 -2.42427E-02 -7.13925E-02  2.45860E-01 -8.20910E-02  6.65954E-02  2.59075E-02  3.24826E-02 -1.39636E-01  3.01432E-01  7.30596E-02 -1.41990E-01  4.28972E-02 -5.64899E-02  2.10408E-02 -9.02511E-02  2.92807E-01  8.62664E-02  5.08016E-02  2.19805E-02  1.64910E-02  4.84027E-03 -5.62767E-02  5.78399E-02  1.58759E-01   -6494.07505131534
         5326  3.90069E+00 -2.24466E+00  6.14792E-01 -2.17627E-01  2.26534E+00  2.33130E-01  3.71462E+00 -7.86437E-01  8.99507E-03  0.00000E+00  2.08303E-02  3.08783E-01 -8.24234E-03  2.01572E-01  7.81892E-02 -1.58378E-02  1.51017E-01  2.62809E-02  3.50098E-02 -3.53819E-02  1.79854E-01  5.06620E-02 -3.14872E-02 -2.09549E-02 -3.59242E-02  1.64987E-01  8.34072E-02  4.97189E-02  2.60388E-02  9.13234E-04 -3.78692E-02  2.95584E-01  1.28609E-01 -4.87320E-02  6.69916E-02 -5.86088E-03  3.18558E-02  3.77325E-02  2.30971E-01  1.73976E-01  7.04056E-02  6.55883E-02  7.34876E-02 -1.86914E-03  3.94247E-02  1.47412E-01  2.85398E-01   -6479.15751107522
         5327  3.99053E+00 -2.24448E+00  5.10059E-01 -2.88883E-01  2.32223E+00  1.87341E-01  3.77756E+00 -5.79347E-01  9.01691E-03  0.00000E+00  2.04653E-02  3.67008E-01  3.91298E-02  2.17919E-01  6.99561E-02 -2.92733E-02  1.51808E-01  3.45522E-03  6.39776E-02  3.17496E-03  2.35054E-01  8.34192E-02 -3.70883E-02 -5.87331E-02 -9.50502E-02  2.41429E-01 -2.18842E-02  6.68567E-02  6.41034E-03  5.57139E-02 -7.56622E-02  2.91868E-01  1.07808E-02 -8.54996E-02  2.72650E-02 -7.26755E-02  3.49333E-02  2.87470E-02  2.20086E-01  1.56507E-01  8.11607E-02  4.12662E-02  3.67898E-02 -5.56786E-03 -6.49791E-02  3.24646E-02  3.19454E-01   -6512.37557426502
         5328  3.92803E+00 -2.34648E+00  5.96484E-01 -1.64555E-01  2.16032E+00  2.42736E-01  3.70613E+00 -7.09494E-01  9.37635E-03  0.00000E+00  2.22360E-02  3.18872E-01 -1.31267E-02  1.53529E-01  4.50338E-02 -1.17400E-02  1.13599E-01  5.36863E-02  2.14037E-02 -8.74021E-03  2.52190E-01  8.30318E-02  1.84486E-02 -2.65784E-02 -1.35208E-02  1.91206E-01 -1.41488E-02  5.21838E-02  3.22052E-02 -1.50913E-02 -2.53343E-02  3.10169E-01  8.50354E-02 -3.51306E-02  6.33694E-02 -4.65696E-02  7.14567E-02  6.06862E-02  2.85489E-01  1.31724E-01  5.41816E-02  6.72162E-02  4.46405E-02  4.38538E-02 -1.49987E-02  1.32003E-01  2.68519E-01   -6510.73261552510
         5329  4.03841E+00 -2.24447E+00  5.93611E-01 -6.73354E-02  2.30763E+00  2.03370E-01  3.81710E+00 -5.86673E-01  9.20461E-03  0.00000E+00  2.32410E-02  2.30254E-01 -6.05279E-02  2.72095E-01  6.16583E-02 -2.64245E-02  1.34816E-01  1.62140E-02  6.53402E-02 -2.37713E-02  2.87119E-01 -2.62717E-03 -9.41855E-03  3.08433E-02  1.05527E-02  2.69531E-01 -1.45434E-03  1.16897E-03 -5.11084E-03 -1.43812E-04 -6.36302E-02  1.92800E-01  4.84277E-02 -9.90741E-02  5.82894E-02 -4.87983E-02  1.38929E-01  2.61237E-03  2.92901E-01  9.04695E-02  8.28811E-02  5.46874E-02  2.61877E-02  4.90836E-03 -2.01845E-02  3.94305E-02  2.18756E-01   -6514.60287873716
         5330  4.07809E+00 -2.27113E+00  5.97229E-01 -1.41820E-01  2.36406E+00  2.36926E-01  3.85544E+00 -6.28106E-01  9.68811E-03  0.00000E+00  2.26263E-02  2.40116E-01 -8.31576E-02  3.03238E-01  8.50933E-02 -3.88591E-02  1.39530E-01  2.94317E-02  1.10317E-01  1.05941E-02  2.56074E-01 -1.73879E-03  1.79705E-02 -4.21816E-02 -5.87843E-02  2.61837E-01 -3.35552E-02  3.50858E-02  2.49622E-02  2.67338E-02 -1.03127E-01  1.81363E-01  2.66240E-02 -1.02832E-01 -1.14814E-02 -8.54491E-02  5.12262E-02 -2.46101E-02  2.77249E-01  6.24833E-02  8.10313E-02  5.75325E-02  1.03195E-02  5.88000E-02 -1.06687E-02  1.78082E-02  2.48572E-01   -6491.06203862828
         5331  3.93067E+00 -2.25984E+00  6.25814E-01 -1.75439E-01  2.24548E+00  2.35180E-01  3.64910E+00 -6.68419E-01  9.39863E-03  0.00000E+00  2.13758E-02  2.40736E-01 -2.99532E-02  2.33545E-01  4.42910E-02 -3.06572E-02  1.20658E-01  4.57911E-02  8.31666E-02 -5.75689E-02  3.05044E-01  7.72584E-04  9.98871E-03  3.23151E-02 -8.26502E-02  2.10046E-01 -1.11211E-02 -1.49097E-02  2.31263E-02  4.91025E-03 -9.53270E-02  2.01827E-01  1.92796E-02 -9.86534E-02  4.94424E-02 -1.12002E-01  3.78928E-02  4.23749E-03  2.03002E-01  1.04045E-01  5.34101E-02  2.50904E-02  5.62573E-02 -2.76353E-02  1.78167E-03  1.41507E-02  1.70856E-01   -6533.03364158680
         5332  3.86973E+00 -2.14857E+00  6.75403E-01 -6.20225E-02  2.18443E+00  2.32929E-01  3.65701E+00 -6.17462E-01  8.65074E-03  0.00000E+00  2.47598E-02  2.74657E-01  5.49407E-03  1.69916E-01  2.06741E-02  2.83254E-03  9.44729E-02  2.12318E-02  9.03310E-03 -3.14553E-02  2.12180E-01 -4.68213E-02 -7.03044E-03  3.09870E-03 -2.30049E-02  1.94382E-01  1.27599E-02 -1.62185E-03  6.30868E-03  3.34887E-02 -8.02065E-02  2.01517E-01 -1.26969E-02 -4.98297E-02  2.84772E-02 -7.21784E-02  2.22116E-02  1.21806E-02  2.40063E-01  9.92455E-02  1.08037E-01  2.05687E-02  2.89983E-02 -5.68951E-02  1.71347E-02  3.26303E-02  2.21010E-01   -6504.06516692646
         5333  3.92518E+00 -2.28525E+00  5.92832E-01 -7.50884E-02  2.24235E+00  2.60531E-01  3.68142E+00 -7.55092E-01  8.42733E-03  0.00000E+00  2.13489E-02  3.50035E-01  3.41123E-02  1.68295E-01  2.82641E-02  1.99869E-02  1.17497E-01  5.91530E-02  4.15621E-02 -3.93871E-02  2.98309E-01  4.90369E-02  6.28082E-03 -1.34368E-02 -6.02155E-02  3.49502E-01 -1.14616E-02  1.91447E-02  1.38827E-02  2.82242E-02 -6.91768E-02  1.98185E-01 -2.08504E-02 -2.49682E-03  4.81135E-02 -1.24883E-01  3.02143E-02  1.11781E-02  2.21675E-01  8.04110E-02  6.22557E-02  4.31383E-02  1.57747E-02  5.15662E-02 -1.34459E-02  3.66171E-02  1.71519E-01   -6495.68480692476
         5334  3.79929E+00 -2.29862E+00  6.19677E-01 -1.85321E-01  2.30851E+00  1.63590E-01  3.74161E+00 -7.74685E-01  7.80645E-03  0.00000E+00  2.20651E-02  3.45130E-01  1.34604E-02  1.57007E-01  2.90318E-02 -9.10648E-03  1.36530E-01  9.20423E-02  6.35100E-02  2.04174E-02  3.08510E-01  7.17608E-03  9.00625E-03 -5.54583E-02 -6.47320E-02  1.79404E-01 -5.52367E-02  2.86174E-02  7.38366E-02  1.08133E-01 -1.07714E-01  3.37261E-01  4.10548E-03 -1.79404E-02  2.37755E-04 -1.03027E-01  2.17753E-02 -7.03902E-02  1.90000E-01  3.44569E-02  9.63308E-02  2.43382E-03  5.60933E-02 -2.74847E-03 -7.81333E-03  3.25669E-02  2.11939E-01   -6549.55935697195
         5335  3.97182E+00 -2.21346E+00  5.76660E-01 -1.16629E-01  2.23970E+00  2.14821E-01  3.61565E+00 -7.64611E-01  8.68363E-03  0.00000E+00  2.20144E-02  2.58658E-01 -9.09216E-03  2.10249E-01  9.31534E-03  3.35506E-02  1.02229E-01  2.65992E-03  5.34248E-02  1.88281E-03  3.27864E-01  8.73705E-02 -1.00123E-02  9.31984E-03  6.46097E-02  2.63520E-01 -6.05254E-02  1.29341E-02  6.18115E-02  1.04006E-02 -7.33798E-02  2.58951E-01  6.92094E-02  7.74803E-03  2.43276E-02 -9.52629E-02  5.45871E-02  5.63453E-03  2.60188E-01  9.92640E-02  1.35316E-01  2.65347E-02 -1.21162E-02 -3.45747E-02 -5.44134E-02  5.59058E-02  3.39296E-01   -6525.95910266425
         5336  3.84069E+00 -2.22398E+00  6.27549E-01 -3.04637E-01  2.26553E+00  2.02616E-01  3.82177E+00 -6.39923E-01  8.56614E-03  0.00000E+00  2.33132E-02  2.17387E-01 -1.74044E-02  1.90934E-01  5.45468E-02 -1.47421E-02  1.51906E-01  1.76272E-02  3.41629E-02  1.05268E-02  2.11218E-01 -2.64114E-03  3.62257E-02 -4.57391E-03 -1.59749E-02  2.01501E-01 -2.99141E-02  4.53042E-02 -6.28505E-05  2.49211E-02 -7.66762E-02  1.98522E-01  2.02854E-02  1.23111E-02  3.23983E-03 -4.07808E-02  2.14251E-02  2.03311E-02  1.68462E-01  6.68741E-02  5.92890E-02  3.26067E-02  2.99059E-02  6.16596E-03 -2.99401E-02  1.22033E-02  1.85981E-01   -6476.04864524927
         5337  3.95231E+00 -2.24247E+00  4.48134E-01 -2.27347E-01  2.24277E+00  1.35528E-01  3.77434E+00 -6.94117E-01  9.49676E-03  0.00000E+00  2.25654E-02  2.69833E-01 -3.20101E-02  1.95903E-01  2.62976E-02 -6.54375E-03  1.22914E-01  6.03191E-02  7.59273E-02 -2.38507E-02  3.02368E-01  2.86860E-02  2.31815E-02  2.40649E-03 -4.42357E-02  2.43330E-01 -6.29544E-02  6.67048E-02 -2.68771E-03  1.27657E-01 -1.37966E-01  2.95727E-01  2.99092E-02 -6.86833E-02  5.40180E-03 -1.62873E-01  2.95448E-02 -1.24595E-01  3.56084E-01  1.53566E-01  3.13676E-02  2.21403E-02  8.98189E-03  4.06837E-02 -1.14730E-01  1.02600E-01  2.44824E-01   -6491.99681660337
         5338  3.78654E+00 -2.13957E+00  5.04956E-01 -1.37949E-01  2.25045E+00  3.45937E-01  3.55245E+00 -8.97854E-01  9.77357E-03  0.00000E+00  2.42162E-02  3.64710E-01 -6.21501E-02  2.22850E-01  1.09840E-01 -1.50501E-02  1.40398E-01  2.78969E-02  5.24938E-02 -2.67456E-02  2.66600E-01  1.05741E-01  3.37478E-02  8.01006E-02 -3.67723E-02  2.08479E-01 -8.01958E-02  3.78648E-02 -7.24925E-02  6.40493E-02 -9.86644E-02  2.45980E-01  5.07346E-02 -3.01450E-02  4.06653E-02 -4.03343E-02  2.15081E-02 -4.84549E-02  2.13621E-01  1.41379E-01  7.75788E-02  7.78482E-02  4.42453E-02  5.71038E-02 -1.04590E-01  6.79102E-02  2.62439E-01   -6505.94493911890
         5339  3.93754E+00 -2.16956E+00  4.95875E-01 -1.23583E-01  2.25224E+00  1.70712E-01  3.66666E+00 -7.01535E-01  8.81725E-03  0.00000E+00  2.37221E-02  3.12411E-01 -3.98664E-02  1.77406E-01  7.52725E-02 -3.60500E-02  1.55048E-01 -6.76612E-02  6.41664E-02 -8.81764E-02  3.94939E-01  6.04712E-02  5.00408E-02  2.76363E-02 -4.34990E-02  1.89354E-01 -3.83402E-02  1.11221E-02  3.07917E-02  1.05125E-01 -9.89607E-02  2.72392E-01  5.36877E-02 -3.00732E-03  1.39666E-02 -5.07885E-02  3.27636E-02  3.18242E-03  2.15422E-01  8.51212E-02  5.76360E-02  1.54722E-02 -8.43240E-03  4.64310E-02 -6.46904E-02  3.65786E-02  1.73184E-01   -6494.14898103064
         5340  4.00960E+00 -2.27853E+00  6.64294E-01 -2.45730E-01  2.34548E+00  1.58170E-01  3.63640E+00 -6.82186E-01  9.43942E-03  0.00000E+00  2.23682E-02  2.83032E-01  2.72211E-02  2.08250E-01  5.61071E-02  5.87422E-03  1.01624E-01  3.86092E-03  2.92051E-02 -6.09190E-02  2.76517E-01 -2.39389E-02  4.91410E-02 -2.89578E-02  8.32468E-03  1.36716E-01  2.73461E-02  3.67890E-02  6.11125E-02 -3.57137E-02 -5.28049E-02  2.97992E-01  1.62264E-01 -2.71654E-02  5.25105E-02 -5.66074E-02 -5.24478E-02  6.67816E-02  3.98374E-01  1.44810E-01  1.16248E-01  4.16838E-02  2.26452E-02  5.16078E-03 -9.67250E-03  7.99170E-02  2.35568E-01   -6444.51517948184
         5341  3.93869E+00 -2.39052E+00  6.52615E-01 -2.52968E-01  2.19693E+00  3.37874E-01  3.67586E+00 -7.30843E-01  9.60611E-03  0.00000E+00  2.20468E-02  3.16436E-01  3.34778E-02  2.82749E-01  7.09537E-02 -3.29982E-02  1.40473E-01  5.11628E-02  6.62651E-02 -4.63679E-02  2.39160E-01  6.86337E-03  1.36502E-01 -3.86874E-02 -5.03862E-03  2.75880E-01 -7.34140E-03 -2.33039E-02  5.32984E-02  3.04447E-02 -1.20033E-01  2.17864E-01  4.10520E-02 -4.86272E-02  2.38047E-02 -5.22719E-02 -4.74634E-02  3.30453E-02  1.78243E-01  4.17370E-02  9.21818E-02 -5.71660E-03  1.44346E-03  2.48828E-02 -3.20084E-02  2.31786E-02  1.78313E-01   -6493.49122198476
         5342  3.85937E+00 -2.25647E+00  5.11553E-01 -2.08762E-01  2.29811E+00  3.21671E-01  3.72808E+00 -7.29631E-01  9.20755E-03  0.00000E+00  2.38580E-02  3.46055E-01 -1.08084E-02  1.88273E-01  3.54640E-02 -1.34030E-02  1.21246E-01 -3.09206E-03  4.51164E-02 -2.65490E-02  1.75967E-01 -2.57204E-02  1.03117E-02 -2.01325E-02  3.24584E-04  1.51521E-01 -2.62305E-02  2.18687E-02  2.40123E-02  1.56513E-02 -2.98034E-02  1.95297E-01 -3.65396E-02 -8.65224E-02 -4.97589E-04 -9.34357E-02  1.66941E-02 -2.58883E-03  2.59717E-01  7.72328E-02  5.61262E-02  3.85664E-02  4.32208E-03 -3.25598E-02 -2.72473E-02  3.24595E-02  2.60058E-01   -6492.91044266481
         5343  4.00807E+00 -2.23771E+00  5.17906E-01 -2.13915E-01  2.20408E+00  4.13962E-01  3.74997E+00 -7.76071E-01  8.43506E-03  0.00000E+00  2.32292E-02  3.28984E-01 -4.74377E-02  2.64165E-01  1.78548E-02 -1.07227E-01  1.85179E-01 -4.23759E-02  1.41374E-01 -1.32291E-01  4.08096E-01  3.98517E-03  1.76563E-02  2.90771E-02 -1.06430E-01  2.27860E-01 -4.65314E-02 -4.54966E-02 -9.27893E-03  6.30389E-02 -1.23908E-01  3.19984E-01  1.08152E-01 -1.14531E-01  7.63880E-02 -1.69917E-01  7.50956E-02  2.43605E-02  3.03097E-01  1.19960E-01  1.02006E-02  2.72967E-02 -2.11893E-02 -1.61333E-02  2.79474E-02  1.43916E-01  3.09749E-01   -6428.29799441917
         5344  3.79893E+00 -2.30814E+00  4.51604E-01 -1.45895E-01  2.35118E+00  2.12052E-01  3.57520E+00 -8.85900E-01  9.87633E-03  0.00000E+00  2.39876E-02  2.36367E-01 -6.62913E-02  2.18533E-01  4.56408E-03 -1.19940E-02  1.09477E-01 -3.21849E-02  6.79625E-02 -2.09630E-02  2.56083E-01  7.64324E-03  3.73048E-02 -1.94876E-02 -4.44687E-02  1.81549E-01 -2.99038E-03  5.88717E-03 -1.49132E-02  4.37813E-02 -6.65979E-02  1.94270E-01  6.31035E-02 -9.59820E-02  2.51509E-02 -4.50945E-02  8.40064E-03  3.60660E-02  3.41819E-01  9.27326E-02  3.82542E-02  3.05115E-02 -1.33678E-02 -2.58949E-03 -4.80835E-03  7.88633E-02  1.92753E-01   -6478.57116808450
         5345  3.90060E+00 -2.24052E+00  5.40039E-01 -5.12384E-02  2.25823E+00  3.63597E-01  3.71228E+00 -7.51206E-01  9.59971E-03  0.00000E+00  2.51895E-02  2.66842E-01 -3.65841E-02  1.78395E-01 -1.38272E-02  3.07207E-02  1.63664E-01 -3.25620E-02  5.32929E-02 -6.81944E-02  2.57606E-01  2.08808E-02 -2.29276E-02 -3.13091E-02  1.99225E-02  2.19206E-01  5.57429E-03  1.28504E-02  2.66516E-02  8.95433E-03 -7.50765E-02  1.77329E-01  6.33472E-02 -4.04333E-02  6.72070E-03 -6.81755E-02  3.48170E-02 -6.17920E-03  2.64469E-01  4.73488E-02  8.06251E-02  2.61060E-02  1.77485E-02 -1.12659E-02 -4.55772E-02  3.99471E-02  1.71355E-01   -6454.18424713658
         5346  3.87394E+00 -2.25705E+00  5.42531E-01 -1.54511E-01  2.32625E+00  3.48710E-01  3.67402E+00 -8.19354E-01  1.01555E-02  0.00000E+00  2.05709E-02  2.64524E-01 -3.79248E-02  1.90426E-01  6.66674E-02 -3.34154E-02  1.08953E-01 -3.55905E-02  2.48339E-02 -3.48105E-02  2.40729E-01  3.59237E-02  2.55356E-03  1.99202E-03 -5.27291E-02  1.29574E-01  1.58052E-03  1.34931E-02  2.87884E-02  2.50462E-02 -3.32166E-02  1.34859E-01  4.23757E-02 -5.76901E-02  2.35105E-02 -7.10718E-02  1.21378E-02 -1.61205E-02  2.16719E-01  4.28139E-02  3.78596E-02  1.08082E-02  8.16296E-03 -1.60196E-02 -2.30085E-02  6.70346E-02  1.69178E-01   -6503.07882375594
